scripCode,companyName,change,change,change
505700,ELECON ENGINEERING CO.LTD.,-21.8,-22.1,-20.3
543238,UTI Asset Management Company Ltd,6.4,-4,26.95
543534,Aether Industries Ltd,-4.9,-7.5,-4.8
543317,G R Infraprojects Ltd,-6,-10.65,2.1
543428,Data Patterns (India) Ltd,-16.75,-17.05,19.9
539006,PTC Industries Ltd,-24.75,-115.3,-124.45
541988,AAVAS Financiers Ltd,0.45,-5.1,6.9
506767,ALKYL AMINES CHEMICALS LTD.-$,-13.9,-16.35,1.55
532927,ECLERX SERVICES LTD.,-6.4,87,44.05
500380,JK LAKSHMI CEMENT LTD.,-15.85,-20.9,16.95
532482,GRANULES INDIA LTD.-$,-5,-1,-7.05
523598,SHIPPING CORPORATION OF INDIA LTD.,11.9,11.95,-8.55
500210,INGERSOLL-RAND (INDIA) LTD.,7.75,2.9,-0.4
509488,GRAPHITE INDIA LTD.,-0.4,0.55,-19.25
543720,KFin Technologies Ltd,1.7,3.05,10.3
543322,Glenmark Life Sciences Ltd,-1.3,-8.25,-2.5
541233,Lemon Tree Hotels Ltd,2.85,1.7,-0.85
542904,Ujjivan Small Finance Bank Ltd,-0.08,-0.18,-0.79
532734,GODAWARI POWER & ISPAT LTD.,-5.3,-9.7,-10.8
543398,Latent View Analytics Ltd,-6,-7.45,-12.9
500128,ELECTROSTEEL CASTINGS LTD.,-0.7,2.4,-6.95
511196,CAN FIN HOMES LTD.,-4.9,-3.15,-11.7
500125,E.I.D.-PARRY (INDIA) LTD.,39.55,39.5,0.95
540900,Newgen Software Technologies Ltd,12.55,-5.4,7.05
517506,TTK PRESTIGE LTD.,-4.5,-7.15,-4.75
539150,PNC Infratech Ltd,0.5,-2.05,3.4
532800,TV18 BROADCAST LTD.,2.98,3.06,-1.26
504882,NATIONAL STANDARD (INDIA) LTD.,-28.5,60.3,-55.05
532939,RELIANCE POWER LTD.,-0.44,-0.36,-1.06
533095,BENGAL & ASSAM COMPANY LTD.,-4.9,10.6,27.05
544046,INOX India Ltd,29.25,33.75,-46.3
532210,CITY UNION BANK LTD.,-1.4,-2.45,-1.55
531335,ZYDUS WELLNESS LTD.-$,-8.15,-3.7,0.3
532670,SHREE RENUKA SUGARS LTD.,1.51,2.21,-0.29
531500,RAJESH EXPORTS LTD.,7.6,0.3,-12.05
538962,Minda Corporation Ltd,4.7,3.25,1.6
543275,Anupam Rasayan India Ltd,-5.25,-8.35,-25.7
543228,Route Mobile Ltd,25.55,9.4,-24.6
533248,GUJARAT PIPAVAV PORT LTD.,-3,-2.7,-6.45
543425,C.E. Info Systems Ltd,-0.5,-11.9,-40.55
540743,Godrej Agrovet Ltd,1.75,-1.1,-3.55
500670,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,0.25,-0.8,-5.1
539807,Infibeam Avenues Ltd,-0.42,-0.37,-0.77
523025,SAFARI INDUSTRIES (INDIA) LTD.,4.05,-30.05,-8.2
543417,RateGain Travel Technologies Ltd,-11.15,-15.15,-19.8
523405,JM FINANCIAL LTD.-$,-0.65,-1.5,1.85
517146,USHA MARTIN LTD.,-3.5,-6.35,-6.65
532443,CERA SANITARYWARE LTD.,128.3,104.95,-84.2
530019,Jubilant Pharmova Ltd,5.7,-5.7,-17.3
543959,SBFC Finance Ltd,-0.83,1.04,-1.59
543482,Eureka Forbes Ltd,0.6,-4.45,17.1
500390,RELIANCE INFRASTRUCTURE LTD.,-1.3,-0.8,-9.45
542011,Garden Reach Shipbuilders & Engineers Ltd,-14.05,-13.95,-17.1
523704,MASTEK LTD.,-11.15,-65.05,-63
500690,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,1.7,-2.3,-10.5
544045,DOMS Industries Ltd,9.35,7.7,-47.65
522205,PRAJ INDUSTRIES LTD.,-3.85,-1.05,-10.85
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,-9.2,-6.5,-0.1
543980,Jupiter Life Line Hospitals Ltd,13.35,8.8,27.25
542323,KPI Green Energy Ltd,23.8,6.85,77.95
534618,Waaree Renewable Technologies Ltd,221.4,221.4,232.5
543573,Syrma SGS Technology Ltd,-1.95,-5.45,6.25
542650,Metropolis Healthcare Ltd,-46.95,-40.25,-15.15
543276,Craftsman Automation Ltd,134.15,123.3,-40.6
544057,Happy Forgings Ltd,-3.9,-7.3,-20.25
540935,Galaxy Surfactants Ltd,0.95,-18,-18.1
524558,NEULAND LABORATORIES LTD.,-7.85,59.15,148.9
543657,Archean Chemical Industries Ltd,10.6,22.25,18.7
543272,Easy Trip Planners Ltd,-0.46,0.31,-1.57
543413,Tega Industries Ltd,-26,-15.4,-18.55
532652,KARNATAKA BANK LTD.,-2.25,-4.65,-3.7
543397,Sapphire Foods India Ltd,52.35,46.8,44.95
500338,Prism Johnson Ltd,0.65,-1.4,1.1
542141,Techno Electric & Engineering Company Ltd,27.4,27.05,-38.1
543427,Medplus Health Services Ltd,7.4,-1.6,-12.1
500266,MAHARASHTRA SCOOTERS LTD.,275.45,143.05,-117.7
519600,CCL PRODUCTS (INDIA) LTD.,4.25,7.25,-5.25
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,5.05,0.35,-0.1
540575,Star Cement Ltd,-0.55,-0.1,-4.4
543945,Netweb Technologies India Ltd,52.55,30.25,-41.4
543957,Redtape Ltd,-1.35,-3.5,4.4
505509,RESPONSIVE INDUSTRIES LTD.,0.9,-2.85,-4.45
539302,Power Mech Projects Ltd,41.75,-114.05,-90.6
524230,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,0.05,-2.65,1.5
532638,SHOPPERS STOP LTD.,1.6,-1.45,-17.3
543965,TVS Supply Chain Solutions Ltd,-2.15,10.15,-9.95
500245,KIRLOSKAR FERROUS INDUSTRIES LTD.,1.5,5.4,-11.7
524226,GUJARAT AMBUJA EXPORTS LTD.,10.2,22.3,16.9
533169,MAN INFRACONSTRUCTION LTD.,-5.1,-3.1,-4.9
500126,Procter & Gamble Health Ltd,31.7,-2,29.75
543669,Keystone Realtors Ltd,-5.35,-1.95,12.6
500133,ESAB INDIA LTD.,-35.65,-12.35,-68.7
532468,Kama Holdings Limited-$,-7.8,-5.8,-20.2
513023,Nava Ltd,4.75,-0.2,-17
539978,Quess Corp Ltd,-6.95,-14.9,8.95
500413,THOMAS COOK (INDIA) LTD.,-1.4,-2.45,-2.65
543626,Electronics Mart India Ltd,-0.1,-0.35,-2
530813,KRBL LTD.,-0.5,-2.95,-0.25
532915,RELIGARE ENTERPRISES LTD.,-4.7,-7.4,-0.05
500101,ARVIND LTD.,-5,-9.3,-6.65
504614,SARDA ENERGY & MINERALS LTD.-$,-1.65,-2.7,-6.35
543297,Inox Wind Energy Ltd,233.75,207.2,-102.05
532163,SAREGAMA INDIA LTD.,-2.3,-5.2,-0.15
532300,WOCKHARDT LTD.,-11.85,28.8,-16.1
541578,Varroc Engineering Ltd,8.35,7.35,-16.45
543596,Tamilnad Mercantile Bank Ltd,2.85,-5.65,0.7
507880,V.I.P.INDUSTRIES LTD.-$,-4.7,-5.1,-3.9
500038,BALRAMPUR CHINI MILLS LTD.,-4.25,0,-2.9
543259,Home First Finance Company India Ltd,43.15,46.05,-20.05
532942,KNR CONSTRUCTIONS LTD.,-3.55,-4.75,-4.5
541195,Mishra Dhatu Nigam Ltd,0.95,-1,-8.2
532156,Vaibhav Global Ltd,-3.9,-8.25,-7.3
532531,Strides Pharma Science Ltd,-15.5,-14.45,8.25
543271,Jubilant Ingrevia Ltd,0.95,5.85,-3
532356,TRIVENI ENGINEERING & INDUSTRIES LTD.,3.7,3.7,-0.15
502219,Borosil Renewables Ltd,-5.95,-16.3,-3.2
532757,VOLTAMP TRANSFORMERS LTD.,-140.95,-137.75,-10.65
543523,Campus Activewear Ltd,1.05,-0.4,6.95
530005,INDIA CEMENTS LTD.,0.4,1.45,0.15
535648,JUST DIAL LTD.,4.8,22.9,0.9
500033,FORCE MOTORS LTD.-$,314.6,330.2,-301.2
500241,KIRLOSKAR BROTHERS LTD.-$,-7.45,-11.6,-1.1
530999,BALAJI AMINES LTD.-$,0.55,8.4,-5.2
532749,ALLCARGO LOGISTICS LTD.,9.23,10.19,-1.98
504918,SANDUR MANGANESE & IRON ORES LTD.,-20.55,-16.9,-19.75
543277,Laxmi Organic Industries Ltd,5.1,1.6,-2.15
500339,Rain Industries Ltd,-4.7,-6.05,-8.75
524404,MARKSANS PHARMA LTD.,1,-2.3,-3.15
532900,Paisalo Digital Ltd,-2.2,-3.55,-4.05
532922,Edelweiss Financial Services Ltd.,0.98,0.67,-0.42
533326,TEXMACO RAIL & ENGINEERING LTD.,-1.95,-1.9,-5
544061,Azad Engineering Ltd,15.15,-9.65,-57.8
540047,Dilip Buildcon Ltd,-6.1,-16.65,-21.75
538730,PDS Ltd,-3.9,-9.85,0.4
500214,ION EXCHANGE (INDIA) LTD.-$,13.9,20.7,-3.4
538891,Magellanic Cloud Ltd,3.2,-4.5,0.7
543258,Indigo Paints Ltd,-11.7,-10.1,-9.2
531599,FDC LTD.,0.65,9.6,3.35
520113,VESUVIUS INDIA LTD.,-6.2,-78.9,-5.3
509557,Garware Technical Fibres Ltd,-13.55,8.4,118.45
543336,Chemplast Sanmar Ltd,5.75,4.65,19.85
542759,Spandana Sphoorty Financial Ltd,6.4,0,-3.2
531543,JINDAL WORLDWIDE LTD.,1.15,3.65,21.25
532811,AHLUWALIA CONTRACTS (INDIA) LTD.,17.85,23.1,77.35
532218,SOUTH INDIAN BANK LTD.,0.03,-0.18,-0.92
543952,NIIT Learning Systems Ltd,14.7,7.8,14.95
538979,Greenlam Industries Ltd,4.2,-1.25,-16.2
532642,JSW Holdings Limited,191,100.2,361.85
500336,SURYA ROSHNI LTD.,-2.5,-7.8,-5.6
512573,AVANTI FEEDS LTD.-$,-1.15,-7.25,-0.2
542597,MSTC Ltd,18.75,16.85,-42.75
530343,GENUS POWER INFRASTRUCTURES LTD.-$,5.75,3.6,-13.35
512179,SUNTECK REALTY LTD.,3.35,18.45,9.55
533339,ZEN TECHNOLOGIES LTD.,20.9,10.65,-10.05
540725,Share India Securities Ltd,-7.75,-12.8,81.45
539874,Ujjivan Financial Services Ltd,-0.4,0.1,-4.55
544044,India Shelter Finance Corporation Ltd,-4.3,2.05,-2.85
500123,ELANTAS BECK INDIA LTD.-$,-0.55,-13.7,98.85
532783,LT FOODS LTD.,-0.35,-0.45,-6.65
532349,TRANSPORT CORPORATION OF INDIA LTD.,8.75,-8.05,1.9
500185,HINDUSTAN CONSTRUCTION CO.LTD.,0.47,0.38,0.13
542907,Prince Pipes and Fittings Ltd,-1.65,-3.35,-0.35
509631,HEG LTD.,-1.95,-18.25,-41.2
532189,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,36.85,23.8,41.5
543350,Vijaya Diagnostic Centre Ltd,10.05,1,10.4
532162,JK PAPER LTD.,2.1,-0.4,-6.8
532832,INDIABULLS REAL ESTATE LTD.,1.45,2.21,-2.38
512329,SG Mart Ltd,229.65,229,-234.25
533033,ISGEC Heavy Engineering Ltd,-9.2,-13.3,-27.8
517385,Symphony Limited,-2.1,-1.75,-4.7
532532,JAIPRAKASH ASSOCIATES LTD.,0.68,0.19,-0.77
539992,Lloyds Engineering Works Ltd,3.81,3.77,-1.12
543401,Go Fashion (India) Ltd,-30.4,-26.15,19.6
543530,Paradeep Phosphates Ltd,-0.28,-1.01,0.58
542867,CSB Bank Ltd,-0.4,0.95,-15.2
543933,Cyient DLM Ltd,-4,-8.95,-20.4
505355,NESCO LTD.,-4.35,-12.35,5.75
533282,GRAVITA INDIA LTD.,6.5,5.6,-15.15
543242,Hemisphere Properties India Ltd,7.5,4.35,-9.55
500645,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,38.55,20,8.25
500135,EPL Ltd,-0.75,-1.2,-1
543280,Nazara Technologies Ltd,-2.8,-13.4,-28.8
543306,Dodla Dairy Ltd,-8.75,-13.05,-2.95
532493,ASTRA MICROWAVE PRODUCTS LTD.,6.65,5.6,-16.85
509496,ITD CEMENTATION INDIA LTD.,5.55,-0.45,3.2
505255,GMM PFAUDLER LTD.,-13.55,-11.2,-10.65
532375,TIPS INDUSTRIES LTD.,0.4,0.75,6.25
526367,GANESH HOUSING CORPORATION LTD.-$,-4.2,-28.5,19.65
541019,H.G. Infra Engineering Ltd,9.55,-3.3,-13.7
543942,Utkarsh Small Finance Bank Ltd,0.58,-0.31,-0.97
543936,Senco Gold Ltd,37.1,46.5,-39.15
543325,Rolex Rings Ltd,-40.5,-40.2,-15
543253,Mrs. Bectors Food Specialities Ltd,27.75,19.65,67.8
544022,ASK Automotive Ltd,-3.85,-2.75,-5.85
530001,GUJARAT ALKALIES & CHEMICALS LTD.,0.1,0.5,-3.75
544009,Blue Jet Healthcare Ltd,2.6,6.75,-5.4
542484,Arvind Fashions Ltd,1.3,0.7,8.55
543270,MTAR Technologies Ltd,5.2,-6.3,-36.2
532029,Sindhu Trade Links Limited,1.17,0.29,-1.27
532891,Puravankara Ltd,-2.7,-7.45,10.1
532524,PTC INDIA LTD.,-4.05,-4.85,-7.2
533286,MOIL LTD.,2.6,-1,-12.55
519126,HINDUSTAN FOODS LTD.,1.65,0.65,-1.95
512237,JAI CORP LTD.,5.75,-0.05,-9.2
543532,Ethos Ltd,93.15,82.5,11.8
522285,JAYASWAL NECO INDUSTRIES LTD.,1.12,0.72,-1.69
532835,ICRA LTD.,79.95,26.95,-175.3
509966,VST INDUSTRIES LTD.,-38.45,-24.6,-75.4
543441,CMS Info Systems Ltd,4.35,3.9,0.15
533122,RattanIndia Power Limited,-0.1,-0.22,-0.22
543248,Restaurant Brands Asia Ltd,-0.9,-2.1,-1.7
543358,Sansera Engineering Ltd,3.65,0.25,-17.95
524372,Orchid Pharma Ltd,14.4,-6.35,75.65
533151,D B Corp Ltd,-7.75,-13.55,-4.45
531358,CHOICE INTERNATIONAL LTD.,7.7,-274.6,-2.9
535754,Orient Cement Ltd,-6.8,-10.5,-7.95
543527,Prudent Corporate Advisory Services Ltd,23.05,51.7,37.8
540749,MAS Financial Services Ltd,-9.7,-13.15,-22
543652,Fusion Micro Finance Ltd,7,4.75,-10.35
532726,Gallantt Ispat Ltd,-0.65,-2.05,-6.85
538268,Wonderla Holidays Ltd,14.55,12.85,-48.85
505726,IFB INDUSTRIES LTD.,14.45,29.05,-30.25
521016,INDO COUNT INDUSTRIES LTD.,17.45,17.35,12.3
543489,Gateway Distriparks Ltd,4.8,2.45,-4
532735,R Systems International Limited,2.55,2.75,-4.6
532509,SUPRAJIT ENGINEERING LTD.-$,3.5,5.35,-3.45
539787,HealthCare Global Enterprises Ltd,-5.25,-8.1,-6.85
539658,TeamLease Services Ltd,-9.35,-1.75,20.95
532630,GOKALDAS EXPORTS LTD.,-11.4,-13.15,-22.75
532374,STERLITE TECHNOLOGIES LTD.,1.55,1.2,10.15
505714,GABRIEL INDIA LTD.-$,-4.8,-7.4,-8
500187,Agi Greenpac Ltd,18.8,12.35,-31.85
502937,KESORAM INDUSTRIES LTD.,0.85,1,0.2
505890,KENNAMETAL INDIA LTD.-$,-16.3,-0.75,-18.9
507717,DHANUKA AGRITECH LTD.,-12.8,-9.45,42.25
531120,PATEL ENGINEERING LTD.-$,3.19,3.42,-0.74
532668,AURIONPRO SOLUTIONS LTD.,13.1,24.4,-36.25
539118,VRL Logistics Ltd,3.8,-1.4,-9.55
523630,NATIONAL FERTILIZERS LTD.,-0.05,-0.05,-1.5
540293,Pricol Ltd,-1.45,-0.9,-9.7
533271,ASHOKA BUILDCON LTD.,-1.55,-2.45,-4.35
544021,Protean eGov Technologies Ltd,-19.2,-33.75,0.1
500171,GHCL LTD.,1.3,-2.6,-11.15
512463,Lloyds Enterprises Ltd,1.21,1.37,-0.74
542773,IIFL Securities Ltd,1.05,-1.1,-3.55
532856,TIME TECHNOPLAST LTD.,0.1,11.2,-12.15
524348,AARTI DRUGS LTD.,7.4,3.35,-14.15
530117,Privi Speciality Chemicals Ltd,-30.4,-44.4,-26.2
530073,SANGHVI MOVERS LTD.,47.6,76.35,-73
533581,PG ELECTROPLAST LTD.,15.4,24.65,-34.9
532940,J.KUMAR INFRAPROJECTS LTD.,5.55,-4.6,21.95
532928,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,-8.4,-17.05,11.95
532553,Welspun Enterprises Ltd,-6.15,-4.2,-32.05
500292,HEIDELBERGCEMENT INDIA LTD.,2.15,2.35,-2.9
500730,NOCIL LTD.,2.35,0.75,-9
542851,Gensol Engineering Ltd,-6.4,54.7,-29.95
543748,Aarti Pharmalabs Ltd,4.55,1.75,-5.95
533333,FINEOTEX CHEMICAL LTD.,3.4,6.1,-9.4
505283,KIRLOSKAR PNEUMATIC CO.LTD.,4.25,-7.65,-17.15
500355,RALLIS INDIA LTD.,-0.15,-0.45,-3.6
544027,Fedbank Financial Services Ltd,-1.1,-1.05,0.3
532804,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,-10.2,-18.15,1.55
543711,Sula Vineyards Ltd,8.75,8.95,-23.05
543249,Tarc Ltd,-1.5,-0.25,-0.45
500032,Bajaj Hindusthan Sugar Limited,1.42,1.49,-0.43
500039,BANCO PRODUCTS (INDIA) LTD.-$,-1.4,-4.3,3.3
500285,SPICEJET LTD.,-0.03,-0.9,-2.6
500655,Garware Hi-Tech Films Ltd,65.95,-17.6,6.55
532732,KEWAL KIRAN CLOTHING LTD.,-6.35,-11.3,-1.1
505242,DYNAMATIC TECHNOLOGIES LTD.-$,92.7,-5.15,42.35
540212,TCI Express Ltd,1.1,8.3,-13.3
543311,India Pesticides Ltd,-4.45,-12.75,16.6
500463,Black Box Ltd,0.7,-2.15,2.35
520051,JAMNA AUTO INDUSTRIES LTD.,1.2,0.15,-1.45
540025,Advanced Enzyme Technologies Ltd,-6,-8.05,4.85
544118,Jana Small Finance Bank Ltd,-2.6,10,16.5
543212,Borosil Ltd,-6.1,-9.3,4.45
543332,Epigral Ltd,16.95,50.7,87.15
533269,VA TECH WABAG LTD.,14.75,12.8,-17.4
541301,Orient Electric Ltd,0,-1.6,-3.75
507205,TILAKNAGAR INDUSTRIES LTD.-$,1.05,-1.8,-4.15
535602,Sharda Motor Industries Ltd,-7.9,9.25,-32.5
542857,Greenpanel Industries Ltd,5.2,2.5,-2.55
534600,JTL Industries Ltd,2.35,1.25,-4.1
500444,WEST COAST PAPER MILLS LTD.,-0.7,0.6,-21
507878,UNITECH LTD.,-0.25,-0.81,-0.8
533262,RAMKY INFRASTRUCTURE LTD.,28.15,41.05,-20.05
533162,Hathway Cable & Datacom Ltd,0.21,0.13,-0.76
532839,DISH TV INDIA LTD.,1.67,0.99,-1.63
523319,BALMER LAWRIE & CO.LTD.,4.95,3.85,-6.4
523323,KOVAI MEDICAL CENTER & HOSPITAL LTD.,13.35,4.3,-9.45
538567,Gulf Oil Lubricants India Ltd,32.65,64.4,26.4
532859,HINDUJA GLOBAL SOLUTIONS LTD.,-0.55,-2.25,-4.15
533553,T D POWER SYSTEMS LTD.,0.85,0,-1.75
532772,DCB Bank Limited,0.2,0.55,-2.1
544111,Apeejay Surrendra Park Hotels Ltd,16.3,13.45,2.25
506655,SUDARSHAN CHEMICAL INDUSTRIES LTD.,-3.4,-12.55,-12.55
543213,Rossari Biotech Ltd,-4.45,2.85,3.15
544055,Muthoot Microfin Ltd,-2.9,-3.35,-4.25
539056,Imagicaaworld Entertainment Ltd,0.43,-0.9,-2.72
500243,Kirloskar Industries Ltd,-70.65,-91.5,-45.45
543533,eMudhra Ltd,8.6,28.65,8.9
543950,Yatharth Hospital & Trauma Care Services Ltd,-1.05,-5.45,-12.2
543349,Ami Organics Ltd,-11,-18.1,-11.85
543984,Samhi Hotels Ltd,8.7,6.9,1.5
522034,SHANTHI GEARS LTD.,-4.65,-5.3,-3.75
540205,Aditya Vision Ltd,18.25,35.05,32.75
517168,SUBROS LTD.,-5.05,-10.75,-13.5
500307,NIRLON LTD.,13.65,14.7,0
590086,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,36.7,41.7,-41.1
500219,JAIN IRRIGATION SYSTEMS LTD.,0.92,-0.88,-1.36
544008,Max Estates Ltd,-1.9,-3.55,0.45
534976,V-MART RETAIL LTD.,-38.3,-22.45,-9.45
526947,LA OPALA RG LTD.,-1.5,-8.15,-0.65
513262,STEEL STRIPS WHEELS LTD.-$,-0.1,-1.3,-0.95
540642,Salasar Techno Engineering Ltd,0.66,-0.24,-1.23
505710,GRAUER & WEIL (INDIA) LTD.-$,-2.5,-7.9,-2.65
501455,GREAVES COTTON LTD.,-2.25,-3.9,-2.3
532848,DELTA CORP LTD.,0.8,-1.6,-1.7
506690,UNICHEM LABORATORIES LTD.,0.95,-7.9,2.35
508486,HAWKINS COOKERS LTD.-$,-68.65,-80.45,-64
538562,Skipper Ltd,-3.95,-9.45,-6.4
500404,SUNFLAG IRON & STEEL CO.LTD.,0.9,-0.8,-1.6
532899,KAVERI SEED COMPANY LTD.,4,3.6,-4.95
543667,Inox Green Energy Services Ltd,6.4,6.4,-5.35
590021,BHARAT RASAYAN LTD.,22.55,-24.4,-36.1
543929,HMA Agro Industries Ltd,-0.55,-1.06,-0.74
543650,DCX Systems Ltd,2.15,-4.15,-13.05
543600,Harsha Engineers International Ltd,-5.5,-6.6,18.45
512529,SEQUENT SCIENTIFIC LTD.,5.2,4.55,-6.85
500250,L.G.BALAKRISHNAN & BROS.LTD.,-17.7,-11.95,12.8
532924,KOLTE-PATIL DEVELOPERS LTD.,5.4,4.05,-8.25
533158,Thangamayil Jewellery Ltd,12.55,-0.2,-14.4
532368,Brightcom Group Ltd,0.43,0.18,-0.34
532748,PRIME FOCUS LTD.,3.7,3.45,-4.05
543989,Sai Silks (Kalamandir) Ltd,-0.25,-3.15,-2.65
539542,Lux Industries Ltd,-0.5,13.3,-16.95
520057,Jtekt India Ltd,1.6,0.5,-1.55
530549,SHILPA MEDICARE LTD.,9.9,8.9,18.65
500020,BOMBAY DYEING & MFG.CO.LTD.,7.85,5.8,-1.95
508989,Navneet Education Limited,1.9,5.75,-3.7
532528,DATAMATICS GLOBAL SERVICES LTD.,5.7,7.7,-18.3
524735,HIKAL LTD.,1.2,-2.15,-2.25
500235,KALYANI STEELS LTD.,-8.8,-13.1,12.8
530305,PICCADILY AGRO INDUSTRIES LTD.,-6.8,-7.4,-2.8
544107,BLS E-Services Ltd,6.8,7.95,-11.85
519091,TASTY BITE EATABLES LTD.,-229.55,85.8,-348.1
542774,Mufin Green Finance Ltd,0.75,0.15,-11.45
531209,NUCLEUS SOFTWARE EXPORTS LTD.,-15.95,-38,55.85
540879,Apollo Micro Systems Ltd,-0.75,-1.45,0.25
522215,HLE Glascoat Ltd,1,1.6,-4.2
542665,Neogen Chemicals Ltd,3.4,-7.35,3.7
533047,INDIAN METALS & FERRO ALLOYS LTD.,-5.9,-1.65,-1.35
506022,PRAKASH INDUSTRIES LTD.,-4.75,-5.65,-1.8
534804,CARE Ratings Ltd,-3.2,9.9,-7.85
527001,ASHAPURA MINECHEM LTD.,14.6,18.65,19.05
532054,KDDL LTD.-$,-57.75,-55.8,-19.7
538666,Sharda Cropchem Ltd,3.05,4.25,-9.35
541163,Sandhar Technologies Ltd,-13.2,-18.05,-3.95
532612,INDOCO REMEDIES LTD.,-2.25,-1.65,-1.85
543528,Venus Pipes & Tubes Ltd,-3.4,40.5,47.25
517522,RAJRATAN GLOBAL WIRE LTD.,-0.35,3.55,9.7
502090,SAGAR CEMENTS LTD.-$,-1.35,-6,-4.25
544020,ESAF Small Finance Bank Ltd,-0.33,-0.39,-0.05
543896,Avalon Technologies Ltd,-10.2,-6.6,2.1
539883,Pilani Investment and Industries Corporation Ltd,53.4,60,-0.95
530655,Goodluck India Ltd,-3.8,-4.2,-24.2
503960,BHARAT BIJLEE LTD.-$,-117.05,-87.75,-90.9
540701,Dishman Carbogen Amcis Ltd,1.75,12.95,-6.95
526829,CONFIDENCE PETROLEUM INDIA LTD.,-0.83,-1.44,-3.31
531201,SHILCHAR TECHNOLOGIES LTD.,-53.65,-48.3,-210.3
544088,Medi Assist Healthcare Services Ltd,-5.2,14.85,21.7
540797,Shalby Ltd,-1.35,-4.65,-4.4
543333,CarTrade Tech Ltd,2.9,3.7,-8.8
509079,GUFIC BIOSCIENCES LTD.,-2.85,-2.6,-5.6
532768,FIEM INDUSTRIES LTD.,11.35,2.95,-11.4
532945,SEPC Ltd,0.2,0.08,-1.15
532796,LUMAX AUTO TECHNOLOGIES LTD.,1.35,-1.6,2.15
533229,Bajaj Consumer Care Ltd,-0.65,8.45,13.45
505872,WPIL LTD.,15.35,34.45,143.55
539871,Thyrocare Technologies Ltd,3.75,7.9,1
500097,Dalmia Bharat Sugar and Industries Ltd,14.55,15.8,-3.4
513097,SHIVALIK BIMETAL CONTROLS LTD.,-2.65,-3.1,-8.75
543490,GMR Power and Urban Infra Ltd,-0.1,-1.15,-0.53
500041,BANNARI AMMAN SUGARS LTD.,62.4,68.55,96.15
530367,NRB BEARINGS LTD.,2.95,2.65,-7.65
543932,Ideaforge Technology Ltd,7.65,6.35,-13.45
509243,TVS SRICHAKRA LTD.-$,75.95,54.6,264.2
532925,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,-45.2,-45.2,-42.94
500148,UFLEX LTD.,0.95,1,0.4
543985,Zaggle Prepaid Ocean Services Ltd,44.85,35.7,-6.8
517300,GUJARAT INDUSTRIES POWER CO.LTD.,-3.3,-3.85,-4.95
532430,BF UTILITIES LTD.-$,-0.7,-16.7,-33.7
542905,Hindware Home Innovation Ltd,-1.1,0.5,-0.45
533344,PTC INDIA FINANCIAL SERVICES LTD.,-0.74,-1.15,-2.1
517015,VINDHYA TELELINKS LTD.,11.75,-33.5,44.05
523385,NILKAMAL LTD.,-31.65,-25.25,-34.9
590078,MAITHAN ALLOYS LTD.,32.75,27.8,12.1
543321,Tatva Chintan Pharma Chem Ltd,-9.8,-10.05,-19.45
590005,TIDE WATER OIL (INDIA) LTD.,18.85,30.5,-55.15
539889,Parag Milk Foods Ltd,-4.95,-6.05,2.05
544066,Sundaram-Clayton Ltd,-0.6,4.8,-1.4
523398,Johnson Controls-Hitachi Air Conditioning India Ltd,0.4,2.5,-12.95
543714,Landmark Cars Ltd,4.85,7.65,-5.2
500168,GOODYEAR INDIA LTD.,14.3,1.8,2.55
523716,ASHIANA HOUSING LTD.-$,2.25,1.5,6.7
535322,REPCO HOME FINANCE LTD.,0.15,0.45,-18.3
526797,GREENPLY INDUSTRIES LTD.,-5.2,-6.8,1.8
544067,Innova Captab Ltd,0.8,1.8,-2.6
532268,Accelya Solutions India Ltd,-32,-61,-46
526521,SANGHI INDUSTRIES LTD.,-0.9,-0.8,1.15
519552,Heritage Foods Limited,-2.65,2.6,-2.4
531761,Apollo Pipes Ltd,-5.9,-10.8,-10.25
532479,ISMT LTD.,0.9,-0.2,-0.15
533080,Mold-Tek Packaging Limited,-12.45,-23.35,3.3
526227,FILATEX INDIA LTD.-$,1.89,3.99,-2.07
500672,NOVARTIS INDIA LTD.,-74.35,-96.2,-41.65
539450,S H Kelkar and Company Ltd,-6,-6,-4.05
511431,Vakrangee Limited-$,-0.75,-0.75,-1.07
530843,CUPID LTD.-$,106.85,108.65,-29.4
534758,CIGNITI TECHNOLOGIES LTD.,9.75,31.15,-0.9
505010,AUTOMOTIVE AXLES LTD.,-3.1,-4.6,-15.7
500407,SWARAJ ENGINES LTD.,22.55,18.35,-62.55
544030,Flair Writing Industries Ltd,1.85,-0.4,3.1
543367,Paras Defence and Space Technologies Ltd,-3.7,-2.2,-12.6
532022,FILATEX FASHIONS LTD.,-0.11,-0.1,-0.22
