SecurityCode,companyName,marketCapFull
517288,Gujarat Poly Electronics Ltd,56.43
538382,West Leisure Resorts Ltd,56.49
533078,MANJEERA CONSTRUCTIONS LTD.,56.54
538539,J. Taparia Projects Ltd,56.57
507948,KEY CORP LTD.,56.72
501370,WALCHAND PEOPLEFIRST LTD.,56.9
517415,LEE & NEE SOFTWARES (EXPORTS) LTD.,57.17
540181,Salem Erode Investments Ltd,57.33
536073,Julien Agro Infratech Ltd,57.39
524502,RAAJ MEDISAFE INDIA LTD.,57.42
500016,ARUNA HOTELS LTD.,57.6
530695,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,57.84
512591,PULSAR INTERNATIONAL LTD.,57.86
504380,Flomic Global Logistics Ltd,57.96
513502,BARODA EXTRUSION LTD.,57.98
542248,Deccan Health Care Ltd,58.03
539545,Apoorva Leasing Finance and Investment Company Ltd,58.05
543606,Containe Technologies Ltd,58.13
526851,AREX INDUSTRIES LTD.,58.19
543211,Bonlon Industries Ltd,58.24
507813,NATIONAL OXYGEN LTD.,58.3
511012,YAMINI INVESTMENTS COMPANY LTD.,58.36
535267,COMFORT FINCAP LTD.,58.49
507852,ADDI INDUSTRIES LTD.-$,58.57
526471,WINSOME BREWERIES LTD.,58.58
505250,G. G. Dandekar Properties Ltd,58.59
511702,YOGI Ltd,58.61
530309,CHANDRA PRABHU INTERNATIONAL LTD.-$,58.8
508494,WARREN TEA LTD.-$,58.8
526355,DUROPACK LTD.,59.08
531153,DILIGENT INDUSTRIES LTD.,59.12
503641,Zodiac Ventures Limited,59.18
531178,Hemang Resources Ltd,59.23
539761,Vantage Knowledge Academy Ltd,59.28
539470,Shree Ganesh Biotech (India) Ltd,59.39
507690,ORIENT BEVERAGES LTD.,59.4
523550,KRYPTON INDUSTRIES LTD.,59.52
523260,PEARL POLYMERS LTD.,59.6
541735,Vivanta Industries Ltd,59.63
526576,TECHINDIA NIRMAN LIMITED,59.67
540726,Trident Texofab Ltd,59.82
501700,INDIANIVESH LTD.,59.98
539428,Tejnaksh Healthcare Ltd,60.15
523054,BINAYAK TEX PROCESSORS LTD.,60.34
514324,OMNITEX INDUSTRIES (INDIA) LTD.,60.45
531869,SACHETA METALS LTD.,60.45
532931,BURNPUR CEMENT LTD.,60.46
532870,ANKIT METAL & POWER LTD.,60.54
540715,Sagar Diamonds Ltd,60.69
508969,SULABH ENGINEERS & SERVICES LTD.,60.69
532335,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,60.7
536659,PVV Infra Ltd,60.73
533202,Satchmo Holdings Ltd,60.81
505650,SKYLINE MILLARS LTD.,60.9
531608,GORANI INDUSTRIES LTD.,60.95
543538,Goel Food Products Ltd,61.08
542911,Assam Entrade Ltd,61.11
540874,7Seas Entertainment Ltd,61.21
540455,Escorp Asset Management Ltd,61.27
543410,DMR Hydroengineering & Infrastructures Ltd,61.29
531600,Gogia Capital Services Limited,61.31
542123,The Phosphate Company Ltd,61.33
533896,FERVENT SYNERGIES LTD.,61.62
539098,Filtra Consultants and Engineers Ltd,61.67
507265,Emerald Leisures Ltd,61.93
512499,SHALIMAR PRODUCTIONS LTD.,62.01
533315,INNOVASSYNTH INVESTMENTS LTD.,62.03
526931,HARIYANA SHIP BREAKERS LTD.-$,62.28
530825,DAIKAFFIL CHEMICALS INDIA LTD.,62.31
544106,Mayank Cattle Food Ltd,62.37
542206,Nivaka Fashions Ltd,62.44
541006,Angel Fibers Ltd,62.48
531398,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,62.62
543540,Pearl Green Clubs and Resorts Ltd,62.74
505285,Tulive Developers Limited,62.84
542146,Shree Krishna Infrastructure Ltd,63.0
516092,3P Land Holdings Ltd,63.0
522207,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,63.01
512103,NIDHI GRANITES LTD.,63.14
531169,SKP SECURITIES LTD.,63.39
531223,ANJANI SYNTHETICS LTD.-$,63.43
530361,Prabhhans Industries Ltd,63.73
514378,YARN SYNDICATE LTD.,63.88
540923,Ashoka Metcast Ltd,64.19
526231,STANDARD SURFACTANTS LTD.,64.22
523144,MEDI-CAPS LTD.-$,64.47
532738,TANTIA CONSTRUCTIONS LTD.,64.56
543765,Earthstahl & Alloys Ltd,64.87
514087,PBM POLYTEX LTD.-$,64.87
539911,Svarnim Trade Udyog Ltd,64.99
543637,Pace E-Commerce Ventures Ltd,65.1
531810,METAL COATINGS (INDIA) LTD.,65.22
530897,N.G.INDUSTRIES LTD.-$,65.35
530779,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,65.53
526965,GUJARAT CRAFT INDUSTRIES LTD.,65.55
524488,SVC INDUSTRIES Ltd,65.73
526616,NATIONAL PLASTIC INDUSTRIES LTD.,65.74
527005,SHREE PACETRONIX LTD.,65.78
507872,ASHNOOR TEXTILE MILLS LTD.,65.96
530533,TERAI TEA CO.LTD.,65.97
533301,SHEKHAWATI POLY-YARN LTD.,66.18
526481,PHOENIX INTERNATIONAL LTD.,66.25
501314,Prismx Global Ventures Ltd,66.3
523628,Poddar Housing and Development Ltd,66.31
543497,Bhatia Colour Chem Ltd,66.67
531900,CCL INTERNATIONAL LTD.,66.73
530565,ARCHANA SOFTWARE LTD.,66.74
538401,Maestros Electronics & Telecommunications Systems Ltd,66.95
513498,SOUTHERN MAGNESIUM & CHEMICALS LTD.,66.96
514280,SANRHEA TECHNICAL TEXTILES LTD.,67.25
522005,AUSTIN ENGINEERING CO.LTD.,67.3
590108,Nippon India ETF Nifty PSU Bank BeES,67.37
523840,INNOVATIVE TECH PACK LTD.,67.4
542721,Anand Rayons Ltd,67.43
524324,SEYA INDUSTRIES LTD.,67.49
524408,UNIVERSAL STARCH-CHEM ALLIED LTD.,67.6
530053,Real Eco-Energy Ltd,67.64
539834,Balgopal Commercial Ltd,67.71
538273,Response Informatics Ltd,67.72
526849,BANARAS BEADS LTD.,67.79
532946,BANG OVERSEAS LTD.,67.8
517514,D&H India Ltd-$,67.84
530789,CEEJAY FINANCE LTD.,67.97
531254,Optimus Finance Ltd,68.0
531297,ARTEFACT PROJECTS LTD.,68.02
507960,GUJARAT HOTELS LTD.,68.18
534612,ADVANCE METERING TECHNOLOGY LTD.,68.24
500346,PUNJAB COMMUNICATIONS LTD.-$,68.31
543420,Jet Freight Logistics Ltd,68.35
530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.,68.48
521240,SAMBANDAM SPINNING MILLS LTD.-$,68.79
500170,GTN INDUSTRIES LTD.,68.85
570004,JAIN IRRIGATION SYSTEMS LTD.,68.94
501833,CHOWGULE STEAMSHIPS LTD.,68.99
531952,RIBA TEXTILES LTD.,69.0
539939,Yash Chemex Ltd,69.12
511509,VIVO BIO TECH LTD.,69.23
502933,KATARE SPINNING MILLS LTD.,69.26
538634,Vasundhara Rasayans Ltd,69.44
505893,Hindustan Hardy Ltd,69.75
526139,TRANSGENE BIOTEK LTD.,69.78
532456,COMPUAGE INFOCOM LTD.,69.9
542724,Earum Pharmaceuticals Ltd,69.93
532216,HB STOCKHOLDINGS LTD.,70.0
532284,TCFC FINANCE LTD.,70.23
526365,Swarnsarita Jewels India Ltd,70.23
531119,CEENIK EXPORTS (INDIA) LTD.,70.48
531390,UPSURGE INVESTMENT & FINANCE LTD.,70.5
519234,Superior Industrial Enterprises Limited,70.5
531497,MADHUCON PROJECTS LTD.-$,70.62
530997,UNIQUE ORGANICS LTD.,70.66
509945,THACKER & CO.LTD.,70.7
531381,ARIHANT FOUNDATIONS & HOUSING LTD.-$,70.71
511549,MORARKA FINANCE LTD.,70.71
541418,Nakoda Group of Industries Ltd,70.75
537253,Sunil Healthcare Ltd,70.76
533093,RAJ OIL MILLS LTD.,70.82
532957,GOKAK TEXTILES LTD.,70.87
512115,ROSE MERC.LTD.,70.88
509196,MM RUBBER COMPANY LTD.,71.03
543963,Shelter Pharma Ltd,71.09
526435,PERFECTPAC LTD.,71.26
508922,MSR INDIA LTD.,71.37
523419,TAMILNADU TELECOMMUNICATIONS LTD.,71.4
538402,SPS Finquest Ltd,71.47
511609,ISL CONSULTING LTD.,71.5
524703,SANDU PHARMACEUTICALS LTD.,71.55
505343,MONOTYPE INDIA LTD.,71.72
502133,HEMADRI CEMENTS LTD.,71.75
531279,Trishakti Industries Ltd,71.89
539217,Srestha Finvest Ltd,71.92
501430,BOMBAY CYCLE & MOTOR AGENCY LTD.,71.96
511447,SYLPH TECHNOLOGIES LTD.,72.27
540789,Diligent Media Corporation Ltd,72.27
514442,SRI KPR INDUSTRIES LTD.,72.81
500360,RAPICUT CARBIDES LTD.,72.83
539304,Canopy Finance Ltd,73.09
506186,Galaxy Cloud Kitchens Ltd-$,73.38
543535,We Win Ltd,73.68
526479,SKY INDUSTRIES LTD.-$,74.1
530521,VIRAT INDUSTRIES LTD.,74.27
540252,Veeram Securities Ltd,74.35
532140,Mohite Industries Ltd,74.39
544072,AIK Pipes and Polymers Ltd,74.48
543435,Clara Industries Ltd,74.51
531723,GACM Technologies Ltd,74.52
531176,MEFCOM CAPITAL MARKETS LTD.,74.58
531780,Kaiser Corporation Limited,74.72
520123,ABC INDIA LTD.-$,75.06
531454,POLYLINK POLYMERS (INDIA) LTD.,75.18
530883,SUPER CROP SAFE LTD.,75.28
522292,Candour Techtex Ltd,75.29
511696,CHARTERED CAPITAL & INVESTMENT LTD.,75.29
539097,UR Sugar Industries Ltd,75.39
530317,GODAVARI DRUGS LTD.,75.72
538092,Shri Vasuprada Plantations Ltd,75.72
543848,Dev Labtech Venture Ltd,76.05
533090,Excel Realty N Infra Ltd,76.18
531977,CHARTERED LOGISTICS LTD.,76.19
511194,ICDS LTD.,76.32
532918,RATHI BARS LTD.,76.43
506919,MAKERS LABORATORIES LTD.-$,76.56
500282,MODERN THREADS (INDIA) LTD.,76.57
513043,Remi Edelstahl Tubulars Limited,76.65
504076,JYOTI LTD.-$,76.91
531752,Biogen Pharmachem Industries Ltd,77.01
532404,SAVEN TECHNOLOGIES LTD.,77.02
521034,SOMA TEXTILES & INDUSTRIES LTD.,77.13
542046,Vivid Mercantile Ltd,77.2
505324,MANUGRAPH INDIA LTD.-$,77.41
517246,BCC FUBA INDIA LTD.,77.59
539216,Garment Mantra Lifestyle Ltd,78.0
590106,Nippon India ETF Nifty Bank BeES,78.02
500246,ENVAIR ELECTRODYNE LTD.,78.32
540961,Shiva Mills Ltd,78.34
531861,JOINDRE CAPITAL SERVICES LTD.,78.45
532855,HARYANA CAPFIN LTD.,78.65
542679,Dhanashree Electronics Ltd,79.24
532745,Inditrade Capital Limited,79.29
531694,RAINBOW FOUNDATIONS LTD.,79.39
543065,SM Auto Stamping Ltd,79.39
539218,Saumya Consultants Ltd,79.6
531923,DHAMPURE SPECIALITY SUGARS LTD.,79.63
526241,AMRAPALI INDUSTRIES LTD.,79.69
540654,Globalspace Technologies Ltd,79.91
526861,RISHI LASER LTD.,79.98
526335,SHREYAS INTERMEDIATES LTD.,79.99
533982,TERA SOFTWARE LTD.,80.08
542802,Galactico Corporate Services Ltd,80.17
532761,HOV SERVICES LTD.,80.61
521216,DHANALAXMI ROTO SPINNERS LTD.,80.71
539300,A.K. Spintex Ltd,80.91
538882,Emerald Finance Ltd,81.0
543912,Power and Instrumentation (Gujarat) Ltd,81.02
510245,SWASTI VINAYAKA SYNTHETICS LTD.,81.27
524594,ASHOK ALCO-CHEM LTD.,81.45
543625,SecUR Credentials Ltd,81.51
531364,Ekansh Concepts Ltd,81.66
539013,Gita Renewable Energy Ltd,82.02
502294,NILACHAL REFRACTORIES LTD.,82.46
541865,Add-Shop ERetail Ltd,82.53
532728,MALU PAPER MILLS LTD.,82.62
509053,BANAS FINANCE LTD.,82.64
533427,VMS INDUSTRIES LTD.,83.11
526315,Divyashakti Ltd,83.18
504392,Krishna Ventures Limited,83.44
530557,NCL RESEARCH & FINANCIAL SERVICES LTD.,83.49
521246,PARAS PETROFILS LTD.,83.56
540694,ANG Lifesciences India Ltd,83.59
539938,Medico Intercontinental Ltd,83.65
543766,Ashika Credit Capital Ltd,83.69
532380,BABA ARTS LTD.-$,84.0
530043,ACKNIT INDUSTRIES LTD.,84.36
538565,Vistar Amar Ltd,84.48
514274,AARVEE DENIMS & EXPORTS LTD.,84.5
512399,Sera Investments & Finance India Ltd,84.6
530045,TITAN SECURITIES LTD.,85.06
532933,PORWAL AUTO COMPONENTS LTD.,85.32
539659,Vidli Restaurants Ltd,85.36
532387,PRITISH NANDY COMMUNICATIONS LTD.,85.44
543902,Retina Paints Ltd,85.59
539552,F Mec International Financial Services Ltd,85.76
530461,SABOO SODIUM CHLORO LTD.,85.79
541702,Ashnisha Industries Ltd,85.95
535458,NRB INDUSTRIAL BEARINGS LTD.,86.29
535916,Alacrity Securities Ltd,86.36
531233,RASI ELECTRODES LTD.,86.48
543578,Olatech Solutions Ltd,86.86
532271,Orchasp Ltd,87.36
513729,ARO GRANITE INDUSTRIES LTD.-$,87.59
514272,BHILWARA SPINNERS LTD.,87.66
531399,G.G.AUTOMOTIVE GEARS LTD.,87.73
530711,JAGAN LAMPS LTD.,88.1
526640,ROYALE MANOR HOTELS & INDUSTRIES LTD.,88.18
538837,Jeevan Scientific Technology Ltd,88.24
500239,KG DENIM LTD.,88.4
507998,SIMMONDS MARSHALL LTD.,88.42
513369,Krishanveer Forge Ltd,88.45
540953,Kenvi Jewels Ltd,88.47
521005,Titan Intech Ltd,88.52
542850,Goblin India Ltd,88.99
534598,Sampann Utpadan India Ltd,89.1
530145,KISAN MOULDINGS LTD.-$,89.2
519287,MODERN DAIRIES LTD.,89.52
543670,Vinny Overseas Ltd,89.56
539854,Halder Venture Ltd,90.51
517170,Edvenswa Enterprises Ltd,90.69
526705,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,90.91
532333,HB PORTFOLIO LTD.,90.95
523289,RAMA VISION LTD.,91.12
500342,PRUDENTIAL SUGAR CORPORATION LTD.,91.43
524743,FISCHER CHEMIC LTD.,91.8
518017,BHEEMA CEMENTS LTD.,91.86
542459,Kranti Industries Ltd,91.93
530951,RAMINFO LIMITED,91.98
517238,DYNAVISION LTD.,92.1
511153,Anjani Foods Ltd,92.23
532621,MORARJEE TEXTILES LTD.,92.28
539041,Ganesha Ecoverse Ltd,92.29
522235,Minal Industries Limited,92.3
538713,Atishay Ltd,92.31
543905,Innokaiz India Ltd,92.6
533289,KESAR TERMINALS & INFRASTRUCTURE LTD.,92.88
511630,SAMBHAAV MEDIA LTD.,93.26
519238,SAPTARISHI AGRO INDUSTRIES LTD.,93.87
540204,Eiko Lifesciences Ltd,93.97
526409,Kkalpana Industries (India) Ltd,93.98
544105,Harshdeep Hortico Ltd,93.99
526179,LUDLOW JUTE & SPECIALITIES LTD.,94.53
533407,CIL NOVA PETROCHEMICALS LTD.,94.9
517372,GUJARAT INTRUX LTD.-$,94.92
500151,GOLDEN TOBACCO LTD.,95.09
543921,Comrade Appliances Ltd,95.24
513456,KANISHK STEEL INDUSTRIES LTD.,95.29
539401,Patdiam Jewellery Ltd,95.41
531289,National Fittings Limited,95.78
504273,Modulex Construction Technologies Ltd,95.84
523277,GV FILMS LTD.,96.04
531994,AUTO PINS (INDIA) LTD.,96.05
521228,TATIA GLOBAL VENNTURE LTD.,96.58
532005,SAM INDUSTRIES LTD.,96.86
532629,MCNALLY BHARAT ENGINEERING COMPANY LTD.,96.92
532172,Adroit Infotech Ltd,97.23
539527,Creative Castings Ltd,97.37
524652,IND-SWIFT LTD.,97.71
514302,VIPPY SPINPRO LTD.,98.03
523007,ANSAL BUILDWELL LTD.-$,98.54
506166,APIS INDIA LTD.,98.66
540850,Jhandewalas Foods Ltd,98.74
506128,PARNAX LAB LTD.,98.8
538714,Sangam Finserv Ltd,98.82
533451,KARMA ENERGY LTD.,98.86
590018,HISAR METAL INDUSTRIES LTD.-$,98.87
530233,AURO LABORATORIES LTD.,99.1
524640,ARCHIT ORGANOSYS LTD.,99.12
511147,WSFx Global Pay Ltd,99.24
543234,SecMark Consultancy Ltd,99.36
512553,ZENITH EXPORTS LTD.,99.48
534338,MAXHEIGHTS INFRASTRUCTURE LTD.,99.74
544080,Sayaji Hotels (Indore) Ltd,99.9
526731,BRIGHT BROTHERS LTD.-$,100.0
503127,RAJA BAHADUR INTERNATIONAL LTD.,100.0
519471,Ambar Protein Industries Ltd,100.05
513709,SHILP GRAVURES LTD.-$,100.3
544073,Manoj Ceramic Ltd,100.47
515018,REGENCY CERAMICS LTD.,100.48
517437,DUTRON POLYMERS LTD.-$,100.71
523696,Fortis Malar Hospitals Limited,100.74
526325,ORIENT PRESS LTD.,100.75
539760,Relicab Cable Manufacturing Ltd,100.9
532695,CELEBRITY FASHIONS LTD.,101.35
507180,KESAR ENTERPRISES LTD.-$,101.91
531127,Mena Mani Industries Ltd,102.25
532230,BENGAL TEA & FABRICS LTD.,102.4
523019,B.N.RATHI SECURITIES LTD.,102.5
504961,TAYO ROLLS LTD.-$,102.61
504084,KAYCEE INDUSTRIES LTD.,102.82
530341,MUKESH BABU FINANCIAL SERVICES LTD.,103.1
533520,Yaari Digital Integrated Services Ltd,103.46
531494,Navkar Urbanstructure Ltd,103.46
535910,Money Masters Leasing & Finance Ltd,103.47
524636,Oxygenta Pharmaceutical Ltd,103.77
504286,Delta Manufacturing Ltd,104.06
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,104.1
506910,JAYSYNTH DYESTUFF (INDIA) LTD.,104.28
538564,James Warren Tea Ltd,104.28
513507,GUJARAT CONTAINERS LTD.,104.36
544121,Rudra Gas Enterprise Ltd,104.79
535719,Quest Softech (India) Ltd,104.81
517546,ALFA TRANSFORMERS LTD.,105.78
543285,Rajeshwari Cans Ltd,105.89
500418,TOKYO PLAST INTERNATIONAL LTD.,106.27
504988,WELCAST STEELS LTD.,106.93
518011,KEERTHI INDUSTRIES LTD.,107.34
521109,NAGREEKA EXPORTS LTD.-$,107.4
524790,EVEREST ORGANICS LTD.,107.4
526703,ECOPLAST LTD.-$,107.7
544036,Deepak Chemtex Ltd,107.77
538778,Kalyan Capitals Ltd,107.81
531234,Scoobee Day Garments (India) Ltd,108.0
522183,ITL INDUSTRIES LTD.-$,108.05
504080,JSL INDUSTRIES LTD.,108.14
540006,East West Holdings Ltd,108.18
517096,APLAB LTD.-$,108.26
511559,TIMES GUARANTY LTD.,108.37
506184,KANANI INDUSTRIES LTD.,108.83
532413,CEREBRA INTEGRATED TECHNOLOGIES LTD.,109.31
524572,PHARMAIDS PHARMACEUTICALS LTD.,109.58
507828,Ansal Housing Ltd-$,110.09
532212,ARCHIES LTD.,110.22
530545,COSCO (INDIA) LTD.-$,110.27
507910,FIBERWEB (INDIA) LTD.,110.56
526137,SHETRON LTD.,111.19
542934,Chandra Bhagat Pharma Ltd,111.29
517258,PRECISION ELECTRONICS LTD.,111.38
537326,Chemtech Industrial Valves Ltd,111.5
530357,KBS INDIA LIMITED,111.57
534063,FUTURISTIC SOLUTIONS LTD.,111.99
532123,BSEL Algo Ltd,112.03
526971,DHOOT INDUSTRIAL FINANCE LTD.,112.21
540146,Aditya Consumer Marketing Ltd,112.53
531609,KG PETROCHEM LTD.,112.67
524396,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,112.94
524288,AIMCO PESTICIDES LTD.,112.98
512493,GARNET INTERNATIONAL LTD.,113.04
590107,Kotak Nifty PSU Bank ETF,113.09
530125,SAMRAT PHARMACHEM LTD.-$,113.33
532455,SHALIMAR WIRES INDUSTRIES LTD.,113.64
521097,AMARJOTHI SPINNING MILLS LTD.,113.77
541303,Akshar Spintex Ltd,114.0
505075,SETCO AUTOMOTIVE LTD.,114.1
524136,PEE CEE COSMA SOPE LTD.,114.49
590103,Nippon India ETF Nifty 50 BeES,114.9
538964,Mercury Laboratories Ltd,115.04
533638,Flexituff Ventures International Ltd,115.57
532057,ABHINAV CAPITAL SERVICES LTD.,115.64
507598,Kovilpatti Lakshmi Roller Flour Mills Ltd,115.82
530689,Lykis Limited,116.12
537292,Agri- Tech (India) Ltd,116.33
544091,Qualitek Labs Ltd,116.48
524218,RESONANCE SPECIALTIES LTD.-$,116.59
531845,Zenith Steel Pipes & Industries Ltd-$,116.67
543671,AAA Technologies Ltd,116.69
500028,ATV PROJECTS INDIA LTD.,116.86
505590,SVP Global Textiles Ltd,117.01
511571,SOM DATT FINANCE CORPORATION LTD.,117.09
540097,Visco Trade Associates Ltd,117.36
530139,KREON FINNANCIAL SERVICES LTD.,117.71
523116,SANCO TRANS LTD.,117.72
543911,Atal Realtech Ltd,117.9
532053,WALLFORT FINANCIAL SERVICES LTD.,118.67
532219,ENERGY DEVELOPMENT COMPANY LTD.,118.89
533001,SOMI CONVEYOR BELTINGS LTD.,118.92
531802,PRERNA INFRABUILD LTD.,119.15
509009,AuSom Enterprise Limited,119.21
533576,VASWANI INDUSTRIES LTD.,119.58
526193,ROYAL CUSHION VINYL PRODUCTS LTD.-$,120.12
514402,Eco Hotels And Resorts Ltd,120.15
513566,NOVA IRON & STEEL LTD.,120.16
523676,GOLKUNDA DIAMONDS & JEWELLERY LTD.,120.44
540648,Palash Securities Ltd,120.74
506605,POLYCHEM LTD.,120.81
533048,Teamo Productions HQ Ltd,121.43
538546,Bansal Roofing Products Ltd,121.55
506734,MYSORE PETRO CHEMICALS LTD.-$,121.6
519477,CIAN Agro Industries & Infrastructure Ltd,121.82
543515,Sunrise Efficient Marketing Ltd,122.05
530175,ODYSSEY TECHNOLOGIES LTD.-$,122.35
507474,KOTHARI FERMENTATION & BIOCHEM LTD.,122.55
533540,TREE HOUSE EDUCATION & ACCESSORIES LTD.,122.7
519455,NARBADA GEMS AND JEWELLERY LTD.,123.14
506530,KEMP & COMPANY LTD.,123.14
535205,Mystic Electronics Ltd,123.17
500322,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.,123.25
544059,Shanti Spintex Ltd,123.28
523842,Super Tannery Limited,124.06
524582,TIRUPATI STARCH & CHEMICALS LTD.,124.53
531080,SHRI KRISHNA DEVCON LTD.,125.05
526027,CUBEX TUBINGS LTD.,125.13
505827,SNL BEARINGS LTD.,125.36
524412,AAREY DRUGS & PHARMACEUTICALS LTD.,125.4
532262,TCI INDUSTRIES LTD.,125.55
540728,Sayaji Industries Ltd,125.67
532324,CINEVISTA LTD.,125.84
503663,Tilak Ventures Ltd,126.13
512597,Keynote Financial Services Ltd,126.4
524174,KESAR PETROPRODUCTS LTD.,126.45
532828,AMD INDUSTRIES LTD.,126.81
519457,VIRAT CRANE INDUSTRIES LTD.,126.83
505712,Him Teknoforge Ltd,127.15
540143,Sagarsoft (India) Ltd,127.27
533029,ALKALI METALS LTD.,127.79
526211,SURAJ INDUSTRIES LTD.,128.07
526773,PRESSURE SENSITIVE SYSTEMS (INDIA) LTD.,128.48
532159,Trescon Ltd,128.59
534733,Aerpace Industries Ltd,128.61
530723,ASIT C.MEHTA FINANCIAL SERVICES LTD.,128.72
530331,PREMCO GLOBAL LTD.-$,129.23
532183,GAYATRI SUGARS LTD.,129.25
517429,Athena Global Technologies Ltd-$,129.26
523672,FLEX FOODS LTD.-$,129.98
530621,Akar Auto Industries Ltd,130.05
542685,Digicontent Ltd,130.4
514197,S&T CORPORATION LTD.,130.76
539277,Alstone Textiles (India) Ltd,131.3
523248,MACHINO PLASTICS LTD.-$,131.33
541152,Goyal Aluminiums Ltd,131.74
530615,GARG FURNACE LTD.,131.75
505216,ALFRED HERBERT (INDIA) LTD.,131.91
542013,Dolfin Rubbers Ltd,132.39
513436,SHAH ALLOYS LTD.,132.72
540647,Ganges Securities Ltd,132.85
532767,GAYATRI PROJECTS LTD.,132.91
541302,Dhruv Consultancy Services Ltd,133.89
524506,CORAL LABORATORIES LTD.,133.97
541206,Orissa Bengal Carrier Ltd,134.04
539562,Aarnav Fashions Ltd,134.32
501848,GLOBAL OFFSHORE SERVICES LTD.-$,135.02
537839,Phoenix Township Ltd,135.2
537069,Arnold Holdings Ltd,135.28
507785,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,135.5
544083,Shree Marutinandan Tubes Ltd,135.63
533056,VEDAVAAG SYSTEMS LTD.,135.65
542866,Colab Cloud Platforms Ltd,135.86
519383,ANIK INDUSTRIES LTD.,136.66
509472,CRAVATEX LTD.,137.09
539742,Simbhaoli Sugars Ltd,137.09
523483,PACIFIC INDUSTRIES LTD.,137.16
544001,Sunita Tools Ltd,137.25
531109,ISHAN DYES & CHEMICALS LTD.,137.45
519397,SHARAT INDUSTRIES LTD.,137.47
514300,PIONEER EMBROIDERIES LTD.-$,137.53
539353,Sal Automotive Ltd,137.62
543941,Ahasolar Technologies Ltd,137.93
532410,TRANSCORP INTERNATIONAL LTD.,137.94
523752,Trans India House Impex Ltd,138.14
543512,Avro India Ltd,138.15
521220,DAMODAR INDUSTRIES LTD.-$,138.26
505302,LAKSHMI AUTOMATIC LOOM WORKS LTD.,138.39
524202,LACTOSE (INDIA) LTD.,138.42
532334,HB ESTATE DEVELOPERS LTD.,138.54
532070,Sumuka Agro Industries Ltd,138.59
543976,Shradha AI Technologies Ltd,139.48
543453,Alkosign Ltd,140.3
531888,REXNORD ELECTRONICS & CONTROLS LTD.,140.62
533012,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,140.85
539875,RSD Finance Ltd,140.86
543805,Resgen Ltd,140.93
517273,S&S POWER SWITCHGEAR LTD.,141.55
539198,Capfin India Ltd,141.93
539598,Credent Global Finance Ltd,141.98
504646,BHAGWATI AUTOCAST LTD.,142.59
508136,B & A LTD.,142.6
530449,RUNGTA IRRIGATION LTD.,142.94
514470,WINSOME TEXTILE INDUSTRIES LTD.-$,143.5
507498,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,143.76
511116,Quadrant Televentures Limited-$,143.88
522294,T & I GLOBAL LTD.,144.18
539927,Likhami Consulting Ltd,144.42
531842,LAHOTI OVERSEAS LTD.-$,144.54
540824,Astron Paper & Board Mill Ltd,145.08
530525,SHEETAL DIAMONDS LTD.,145.08
532362,NAGPUR POWER & INDUSTRIES LTD.,145.23
543281,Suvidhaa Infoserve Ltd,145.63
526723,NTC INDUSTRIES LTD.,145.72
521200,SURYALAKSHMI COTTON MILLS LTD.,145.87
538943,Sonal Mercantile Ltd,145.91
532998,Lotus Eye Hospital And Institute Ltd,146.49
513496,Sizemasters Technology Ltd,146.75
532916,BARAK VALLEY CEMENTS LTD.,147.36
526899,Himalaya Food International Ltd,147.52
533275,Shah Metacorp Ltd,147.52
531813,GANGA PAPERS INDIA LTD.,147.75
517494,Accel Ltd,148.31
513629,TULSYAN NEC LTD.-$,148.39
501391,W.H.BRADY & CO.LTD.,148.52
526492,Rishiroop Ltd,148.73
504908,Duncan Engineering Ltd-$,148.95
513509,KALYANI FORGE LTD.,149.16
543375,Promax Power Ltd,149.78
542580,Aartech Solonics Ltd,150.33
502587,Nath Industries Ltd,150.39
523537,APM INDUSTRIES LTD.-$,150.61
517477,ELNET TECHNOLOGIES LTD.-$,150.76
501343,MOTOR & GENERAL FINANCE LTD.,151.04
526381,PATEL INTEGRATED LOGISTICS LTD.-$,151.26
539963,Zeal Aqua Ltd,151.41
540590,Riddhi Corporate Services Ltd,151.9
513361,INDIA STEEL WORKS LTD.,152.07
543874,Maiden Forgings Ltd,152.14
530017,STANDARD INDUSTRIES LTD.,152.78
543622,Steelman Telecom Ltd,152.93
533166,SUNDARAM MULTI PAP LTD.,153.06
539219,Mauria Udyog Ltd,153.18
538451,Worth Investment & Trading Co Ltd,153.85
544035,Swashthik Plascon Ltd,154.04
512099,Eyantra Ventures Ltd,154.21
533170,Tamboli Industries Ltd,154.26
524663,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,154.33
