SecurityCode,companyName,marketCapFull
530119,NATRAJ PROTEINS LTD.,17.5
513005,Chrome Silicon Ltd-$,17.53
517356,ACI INFOCOM LTD.,17.57
516062,NATIONAL PLYWOOD INDUSTRIES LTD.,17.57
512489,OASIS SECURITIES LTD.,17.57
517201,SWITCHING TECHNOLOGIES GUNTHER LTD.,17.64
530369,VAMSHI RUBBER LTD.,17.69
513117,AMFORGE INDUSTRIES LTD.,17.7
538838,Indo Cotspin Ltd,17.75
539402,Naksh Precious Metals Ltd,17.78
523120,ADOR MULTIPRODUCTS LTD.,17.79
541358,Unifinz Capital India Ltd,17.8
531962,SHREE METALLOYS LTD.,17.82
523826,SOVEREIGN DIAMONDS LTD.,17.83
512217,PRISM MEDICO AND PHARMACY LTD.,17.84
538923,Sofcom Systems Ltd,17.91
524808,PHYTO CHEM (INDIA) LTD.,17.95
543500,Evoq Remedies Ltd,17.97
533629,TIJARIA POLYPIPES LTD.,17.98
540938,Gujarat Hy-Spin Ltd,18.01
530253,RAJASTHAN TUBE MANUFACTURING CO.LTD.,18.03
526675,TIRTH PLASTIC LTD.,18.06
540063,ECS Biztech Ltd,18.07
539117,Sujala Trading & Holdings Ltd,18.08
511654,SUGAL & DAMANI SHARE BROKERS LTD.,18.19
531626,OROSIL SMITHS INDIA LTD.-$,18.22
531509,STEP TWO CORPORATION LTD.,18.23
535431,GCM Securities Ltd,18.24
542682,Harish Textile Engineers Ltd,18.25
507759,LIME CHEMICALS LTD.,18.28
543951,Innovatus Entertainment Networks Ltd,18.48
511016,PREMIER CAPITAL SERVICES LTD.,18.49
507966,RAS RESORTS & APART HOTELS LTD.,18.5
509887,SINNAR BIDI UDYOG LTD.,18.64
537573,Polymac Thermoformers Ltd,18.65
521068,HISAR SPINNING MILLS LTD.,18.68
530095,Pradhin Ltd,18.68
524752,Decipher Labs Ltd,18.69
513699,SOLID STONE COMPANY LTD.,18.72
532124,RELIABLE VENTURES INDIA LTD.,18.72
526133,SUPERTEX INDUSTRIES LTD.,18.75
530445,SUMERU INDUSTRIES LTD.,18.79
538788,Gilada Finance & Investments Ltd,18.84
520081,EAST COAST STEEL LTD.,18.96
531819,NUWAY ORGANIC NATURALS INDIA LTD.,19.02
540254,Marg Techno Projects Ltd,19.08
522273,AHMEDABAD STEELCRAFT LTD.,19.09
530713,AJEL LTD.,19.11
530063,YASHRAJ CONTAINEURS LTD.,19.13
532825,JAGJANANI TEXTILES LTD.,19.17
538568,Fruition Venture Ltd,19.18
543745,SVS Ventures Ltd,19.21
543460,Quality RO Industries Ltd,19.25
542145,Roni Households Ltd,19.27
519574,HINDUSTAN AGRIGENETICS LTD.,19.31
540198,Osiajee Texfab Ltd,19.32
531255,PARAGON FINANCE LTD.,19.34
521210,CITYMAN LTD.,19.34
530537,MANRAJ HOUSING FINANCE LTD.,19.37
532701,Cella Space Ltd,19.39
524576,VIVID GLOBAL INDUSTRIES LTD.,19.4
542034,S. M. Gold Ltd,19.41
530197,Fundviser Capital (India) Ltd,19.49
524606,BERYL DRUGS LTD.,19.53
511246,Bombay Talkies Ltd,19.6
521222,SANBLUE CORPORATION LTD.,19.78
539228,Gala Global Products Ltd,19.82
532007,SHREEVATSAA FINANCE & LEASING LTD.,19.84
514113,ADINATH TEXTILES LTD.,19.86
540782,Sanghvi Brands Ltd,19.89
508918,Ironwood Education Ltd,19.89
521131,Shree Bhavya Fabrics Ltd,19.95
531340,BERVIN INVESTMENT & LEASING LTD.,20.01
532315,TELESYS SOFTWARE LTD.,20.02
512565,Neelkanth Ltd-$,20.04
531370,Sparc Electrex Ltd,20.15
524748,LINK PHARMA CHEM LTD.,20.22
535730,Khoobsurat Ltd,20.33
543806,ITCONS E-Solutions Ltd,20.34
538212,Sharp Investments Ltd,20.34
541799,Sungold Media and Entertainment Ltd,20.35
531199,GLANCE FINANCE LTD.,20.47
507970,PARAMOUNT COSMETICS (INDIA) LTD.,20.49
540190,Franklin Industries Ltd,20.5
532042,FRONTLINE CORPORATION LTD.,20.6
538496,Tarini International Ltd,20.6
521206,SAMTEX FASHIONS LTD.-$,20.64
530259,INTER STATE OIL CARRIER LTD.,20.88
500357,RAMA PAPER MILLS LTD.,20.92
531346,EASTERN TREADS LTD.,20.93
524818,DYNAMIC INDUSTRIES LTD.-$,20.97
523467,JAI MATA GLASS LTD.,21.0
526143,MPL Plastics Limited,21.04
519500,BKV INDUSTRIES LTD.,21.09
502445,CITADEL REALTY AND DEVELOPERS LTD.,21.11
531778,KACHCHH MINERALS LTD.,21.15
543798,Patron Exim Ltd,21.16
530809,BNR UDYOG LTD.,21.18
537707,ETT Ltd,21.25
534532,Lypsa Gems & Jewellery Ltd,21.26
513422,BLOOM INDUSTRIES LTD.,21.26
543475,Ekennis Software Service Ltd,21.27
516098,VENTURA TEXTILES LTD.,21.28
539409,Neeraj Paper Marketing Ltd,21.29
535657,OBJECTONE INFORMATION SYSTEMS LTD.,21.32
540310,Classic Filaments Ltd,21.4
543439,Brandbucket Media & Technology Ltd,21.44
543461,Safa Systems & Technologies Ltd,21.44
544056,Sahara Maritime Ltd,21.5
532217,SIEL FINANCIAL SERVICES LTD.,21.55
522289,NMS Resources Global Ltd,21.6
514312,JAIHIND SYNTHETICS LTD.,21.62
532304,KJMC Corporate Advisors (India) Ltd.,21.62
530055,HARMONY CAPITAL SERVICES LTD.,21.67
532092,Sagar Productions Limited,21.8
539662,BFL Asset Finvest Ltd,21.92
532167,OMKAR PHARMACHEM LTD.,21.95
530805,Onesource Ideas Venture Ltd,22.0
526373,CINDRELLA HOTELS LTD.-$,22.06
543579,Naturo Indiabull Ltd,22.07
537820,Viji Finance Ltd,22.11
526859,ISF LIMITED,22.14
511756,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,22.14
535279,BOTHRA METALS & ALLOYS LTD.,22.16
521226,UNIROYAL INDUSTRIES LTD.,22.24
541771,Amin Tannery Ltd,22.35
526755,VELAN HOTELS LTD.,22.37
542918,Gian Life Care Ltd,22.41
590022,EASTERN SILK INDUSTRIES LTD.,22.5
543545,Veerkrupa Jewellers Ltd,22.54
544094,Euphoria Infotech (India) Ltd,22.59
531395,PADAM COTTON YARNS LTD.,22.59
500206,Margo Finance Limited,22.67
513063,TRANS-FREIGHT CONTAINERS LTD.,22.72
524400,ISHITA DRUGS & INDUSTRIES LTD.,22.78
516106,SHREE KARTHIK PAPERS LTD.,22.93
542865,Anuroop Packaging Ltd,22.95
508571,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,23.05
540360,Leading Leasing Finance And Investment Company Ltd,23.05
517370,INCAP LTD.,23.21
511131,KAMANWALA HOUSING CONSTRUCTION LTD.,23.25
540718,AKM Creations Ltd,23.25
538868,Continental Securities Ltd,23.25
523594,KUNSTSTOFFE INDUSTRIES LTD.,23.27
539839,Franklin Leasing and Finance Ltd,23.29
542906,Easun Capital Markets Ltd,23.33
524414,NORRIS MEDICINES LTD.,23.46
531281,Marble City India Ltd,23.6
538647,Purshottam Investofin Ltd,23.66
502589,Vapi Enterprise Ltd,23.66
543617,Reetech International Cargo and Courier Ltd,23.67
505212,JAINEX AAMCOL LTD.,23.72
543256,Rita Finance and Leasing Ltd,23.75
531411,TUNI TEXTILE MILLS LTD.,23.75
511601,YASH MANAGEMENT & SATELLITE LTD.,23.82
524314,GUJARAT TERCE LABORATORIES LTD.,23.82
543843,Command Polymers Ltd,23.82
526761,HOWARD HOTELS LTD.,23.93
540083,TV Vision Ltd,23.98
570002,Future Enterprises Ltd_DVR,24.02
514248,SREECHEM RESINS LTD.,24.06
543979,Kahan Packaging Ltd,24.14
523620,PHAARMASIA LTD.,24.27
500174,GUJARAT LEASE FINANCING LTD.,24.28
538928,Karnavati Finance Ltd,24.32
522267,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,24.36
523836,GUJARAT RAFFIA INDUSTRIES LTD.,24.36
542667,White Organic Retail Ltd,24.38
531144,EL FORGE LTD.-$,24.39
505840,JAIPAN INDUSTRIES LTD.,24.39
531635,SILVER OAK (INDIA) LTD.,24.41
521149,PRIME URBAN DEVELOPMENT INDIA LTD.,24.46
531930,SARTHAK INDUSTRIES LTD.,24.56
512215,Stephanotis Finance Ltd,24.57
543830,Labelkraft Technologies Ltd,24.65
530829,CIL SECURITIES LTD.,24.66
511176,PARSHWANATH CORPORATION LTD.,24.76
531246,PRIMA INDUSTRIES LTD.,24.82
511000,MADHUSUDAN SECURITIES LTD.,24.87
516096,SANGAL PAPERS LTD.,24.96
530747,Challani Capital Ltd,24.98
538895,Mihika Industries Ltd,25.0
519097,RITESH INTERNATIONAL LTD.,25.06
530289,SP CAPITAL FINANCING LTD.,25.19
543171,RO Jewels Ltd,25.22
514348,WINSOME YARNS LTD.,25.24
534691,COMFORT COMMOTRADE LTD.,25.28
532001,INDUCTO STEEL LTD.,25.31
533632,ONELIFE CAPITAL ADVISORS LTD.,25.4
530973,ALFA ICA (INDIA) LTD.,25.45
512595,Manbro Industries Ltd,25.45
536846,Yuranus Infrastructure Ltd,25.5
539267,Samsrita Labs Ltd,25.55
522036,MIVEN MACHINE TOOLS LTD.,25.64
542666,G. K. P. Printing & Packaging Ltd,25.74
519285,TARAI FOODS LTD.,25.94
530459,VALSON INDUSTRIES LTD.-$,25.97
521232,SUNIL INDUSTRIES LTD.,26.04
504378,Nyssa Corporation Limited,26.07
530235,KJMC FINANCIAL SERVICES LTD.,26.17
531003,SWARNA SECURITIES LTD.,26.19
512441,ENBEE TRADE & FINANCE LTD.,26.24
530665,ZENITH HEALTH CARE LTD.,26.28
526622,MFL INDIA LTD.,26.3
530133,AMCO INDIA LTD.-$,26.3
543678,Ambo Agritec Ltd,26.31
521133,GEM SPINNERS INDIA LTD.,26.51
531539,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,26.55
526711,ADARSH PLANT PROTECT LTD.,26.58
531982,SPECTRUM FOODS LTD.,26.67
504180,STANDARD BATTERIES LTD.,26.85
517264,FINE-LINE CIRCUITS LTD.,26.92
523782,Mitshi India Ltd,26.99
538422,Jackson Investments Ltd,27.04
530427,CHOKSI IMAGING LTD.,27.08
507486,CAPROLACTAM CHEMICALS LTD.,27.14
543993,ARCL Organics Ltd,27.16
523222,SRM ENERGY LTD.,27.2
511692,AJCON GLOBAL SERVICES LTD.,27.25
543897,Sancode Technologies Ltd,27.26
511391,INTER GLOBE FINANCE LTD.,27.29
543744,Rex Sealing and Packing Industries Ltd,27.31
526269,CRESTCHEM LTD.,27.34
530821,SSPDL LTD.-$,27.46
539884,Darshan Orna Ltd,27.47
521048,ADVANCE LIFESTYLES LTD.,27.57
532895,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,27.59
530405,JINDAL CAPITAL LTD.,27.82
540147,Shashijit Infraprojects Ltd,27.83
540811,Diggi Multitrade Ltd,27.86
503624,SVARAJ TRADING & AGENCIES LTD.,27.97
506640,GUJCHEM DISTILLERS INDIA LTD.,28.1
519483,TAI INDUSTRIES LTD.-$,28.11
542019,Shubham Polyspin Ltd,28.12
543769,Indong Tea Company Ltd,28.2
531552,RAGHUNATH TOBACCO CO.LTD.,28.2
509040,NETLINK SOLUTIONS (INDIA) LTD.,28.64
506520,JAYSHREE CHEMICALS LTD.,28.68
543799,S. V. J. ENTERPRISES Ltd,28.69
543914,Swati Projects Ltd,28.75
523489,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,29.02
506981,BLUE CHIP TEX INDUSTRIES LTD.,29.18
538922,COSYN Ltd,29.25
540545,Bhakti Gems and Jewellery Ltd,29.31
532402,USG TECH SOLUTIONS LTD.,29.36
544011,Vrundavan Plantation Ltd,29.36
532386,CALIFORNIA SOFTWARE CO.LTD.,29.37
531870,POPULAR ESTATE MANAGEMENT LTD.,29.4
512425,NIRAV COMMERCIALS LTD.,29.42
532145,H.S.INDIA LTD.,29.49
539124,Sarvottam Finvest Ltd,29.51
500192,PRAG BOSIMI SYNTHETICS LTD.,29.6
522001,CRANEX LTD.,29.64
543618,Cargotrans Maritime Ltd,29.78
523566,MARTIN BURN LTD.,29.8
531505,INDERGIRI FINANCE LTD.,29.88
530109,Anupam Finserv Ltd,29.95
526687,POLO HOTELS LTD.,29.98
512175,VAMA INDUSTRIES LTD.,30.0
538834,JMJ Fintech Ltd,30.07
539522,Grovy India Ltd,30.17
524614,IEL Ltd,30.17
534312,MT EDUCARE LTD.,30.19
517360,SBEC SYSTEMS (INDIA) LTD.,30.2
523021,RISHI TECHTEX LTD.,30.3
504810,INFORMED TECHNOLOGIES INDIA LTD.,30.3
540955,Tasty Dairy Specialities Ltd,30.5
531918,HINDUSTAN APPLIANCES LTD.,30.56
590041,KAVVERI TELECOM PRODUCTS LTD.-$,30.57
503092,PASUPATI SPG.& WVG.MILLS LTD.,30.62
532019,LCC INFOTECH LTD.,30.71
526345,PANJON LTD.,30.73
531784,KCL Infra Projects Ltd,30.74
543594,Dipna Pharmachem Ltd,30.8
531518,Vikas Proppant & Granite Ltd,30.88
531453,MOHIT INDUSTRIES LTD.-$,30.93
541983,Innovative Ideals and Services (India) Ltd,30.95
521178,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,30.96
531417,MEGA CORPORATION LTD.,31.0
526043,POLYMECHPLAST MACHINES LTD.,31.12
531337,WinPro Industries Ltd,31.19
530697,Zenlabs Ethica Ltd,31.25
505523,MAHARASHTRA CORPORATION LTD.,31.27
544101,Brisk Technovision Ltd,31.3
543352,PlatinumOne Business Services Ltd,31.33
539526,Suncare Traders Ltd,31.37
540696,KCD Industries India Ltd,31.5
539546,Beekay Niryat Ltd,31.6
590068,KHAITAN (INDIA) LTD.,31.62
511493,Shrydus Industries Ltd,31.68
526945,TYROON TEA CO.LTD.,31.71
516078,JUMBO BAG LTD.,31.74
543595,EP Biocomposites Ltd,31.87
540730,Mehai Technology Ltd,31.87
532035,UNISTAR MULTIMEDIA LTD.,31.93
570005,GACM Technologies Ltd,32.04
513173,STEEL STRIPS INFRASTRUCTURES LTD.,32.19
532425,Genus Prime Infra Ltd,32.27
511535,NDA SECURITIES LTD.,32.29
500262,Hybrid Financial Services Ltd,32.38
541503,Unick Fix-A-Form And Printers Ltd,32.39
532817,ORIENTAL TRIMEX LTD.,32.43
507300,The Ravalgaon Sugar Farm Ltd,32.44
544108,Gabriel Pet Straps Ltd,32.44
506105,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,32.54
526871,INTEC CAPITAL LTD.,32.67
543860,J.A. Finance Ltd,32.73
526614,EXPO GAS CONTAINERS LTD.,32.74
531227,DECO-MICA LTD.,32.76
508664,BEST EASTERN HOTELS LTD.,32.86
524534,BHASKAR AGROCHEMICALS LTD.,33.08
509069,INFOMEDIA PRESS LTD.,33.13
539814,LE Lavoir Ltd,33.19
541178,Benara Bearings and Pistons Ltd,33.29
524038,VENLON ENTERPRISES LTD.,33.38
530217,SWOJAS ENERGY FOODS LTD.,33.41
539528,Aayush Food and Herbs Ltd,33.5
531950,VERTEX SECURITIES LTD.,33.53
530057,Vivanza Biosciences Ltd,33.6
539012,Megri Soft Ltd,33.61
526727,GARNET CONSTRUCTION LTD.,33.78
504648,BOMBAY WIRE ROPES LTD.,33.8
544025,Arrowhead Seperation Engineering Ltd,33.8
539559,Deep Diamond India Ltd,33.88
526709,BITS LTD.,33.9
511557,PRO FIN CAPITAL SERVICES LTD.,33.92
531591,BAMPSL SECURITIES LTD.,33.96
539121,Palco Metals Ltd,34.0
515059,MADHUSUDAN INDUSTRIES LTD.,34.15
538833,Kaizen Agro Infrabuild Ltd,34.26
538975,Shree Securities Ltd,34.31
519532,ASIAN TEA & EXPORTS LTD.-$,34.34
526301,MEDINOVA DIAGNOSTIC SERVICES LTD.,34.34
502901,Jamshri Realty Ltd-$,34.48
513303,MODERN STEELS LTD.-$,34.68
511714,NIMBUS PROJECTS LTD.,34.68
506003,SUDAL INDUSTRIES LTD.,34.68
519359,POONA DAL & OIL INDUSTRIES LTD.,34.73
540788,Aspira Pathlab & Diagnostics Ltd,34.75
524080,HARYANA LEATHER CHEMICALS LTD.,34.86
539506,Adcon Capital Services Ltd,34.91
514266,ZENITH FIBRES LTD.-$,34.96
531503,MARIS SPINNERS LTD.-$,35.04
538556,Arman Holdings Ltd,35.16
526546,CHOKSI LABORATORIES LTD.,35.36
543938,Acceleratebs India Ltd,35.46
513713,White Organic Agro Ltd,35.46
519224,WILLIAMSON MAGOR & COMPANY LTD.,35.5
532355,PICTUREHOUSE MEDIA LTD.,35.69
531324,ROSELABS FINANCE LTD.,35.7
502250,Lerthai Finance Ltd,35.7
508905,SMIFS CAPITAL MARKETS LTD.,35.74
531821,MUNOTH FINANCIAL SERVICES LTD.,35.83
517063,JETKING INFOTRAIN LTD.,35.85
544000,City Crops Agro Ltd,35.9
511525,PAN INDIA CORPORATION LTD.,36.03
540904,Tirupati Foam Ltd,36.14
530255,KAY POWER AND PAPER LTD.,36.23
511533,SAHARA HOUSINGFINA CORPORATION LTD.,36.4
537766,B.C. Power Controls Ltd,36.51
539291,Vasudhagama Enterprises Ltd,36.51
531737,Greencrest Financial Services Limited,36.55
539492,Garbi Finvest Ltd,36.6
538610,Unison Metals Ltd,36.85
514326,PATSPIN INDIA LTD.,36.98
524675,KABSONS INDUSTRIES LTD.,36.99
503657,VEER ENERGY & INFRASTRUCTURE LTD.,37.14
524564,GAYATRI BIOORGANICS LTD.,37.19
512587,ZODIAC-JRD-MKJ LTD.,37.24
502448,ROLLATAINERS LTD.,37.27
540144,DRA Consultants Ltd,37.3
539189,Adhbhut Infrastructure Ltd,37.32
513401,ASHIANA ISPAT LTD.,37.43
521105,OLYMPIA INDUSTRIES LTD.,37.5
502281,TRIVENI GLASS LTD.-$,37.67
539016,Neil Industries Ltd,37.68
539115,Alan Scott Industries Ltd,37.73
540082,Riddhi Steel and Tube Ltd,37.85
531268,B2B SOFTWARE TECHNOLOGIES LTD.,37.87
531525,ACE SOFTWARE EXPORTS LTD.-$,38.05
522152,SOLITAIRE MACHINE TOOLS LTD.,38.06
542727,City Pulse Multiplex Ltd,38.16
531533,Accedere Ltd,38.23
531979,HIND ALUMINIUM INDUSTRIES LTD.-$,38.25
540729,Vanta Bioscience Ltd,38.26
526161,SPENTA INTERNATIONAL LTD.,38.34
512247,ASHIRWAD CAPITAL LTD.,38.34
543643,Narmada Agrobase Ltd,38.41
542654,V R Films & Studios Ltd,38.45
541945,Ranjeet Mechatronics Ltd,38.46
543814,Prospect Commodities Ltd,38.53
540210,Heads UP Ventures Ltd,38.71
541005,Kanco Tea & Industries Ltd,38.88
519475,CHORDIA FOOD PRODUCTS LTD.,38.99
532723,MPDL Ltd,39.09
511740,MEHTA HOUSING FINANCE LTD.,39.14
512485,DHANLAXMI COTEX LTD.,39.45
540798,Future Supply Chain Solutions Ltd,39.5
541634,Raw Edge Industrial Solutions Ltd,39.63
531667,RR MetalMakers India Ltd,39.64
531437,Prakash Woollen & Synthetic Mills Ltd,39.66
531278,Elixir Capital Ltd,39.81
531909,Croissance Ltd,39.83
524013,HINDUSTAN FLUOROCARBONS LTD.,39.84
522231,CONART ENGINEERS LTD.-$,39.93
524522,LAFFANS PETROCHEMICALS LTD.-$,40.0
531380,CENTENIAL SURGICAL SUTURE LTD.,40.02
526095,RAVILEELA GRANITES LTD.,40.07
524336,SHREE HARI CHEMICALS EXPORT LTD.,40.08
537985,Infronics Systems Ltd,40.42
532416,NEXT MEDIAWORKS LTD.,40.47
514330,One Global Service Provider Ltd,40.53
506858,GUJARAT PETROSYNTHESE LTD.,40.58
544015,Mish Designs Ltd,40.6
540062,Golden Crest Education & Services Ltd,40.61
530263,GLOBAL CAPITAL MARKETS LTD.,40.63
530853,HIPOLIN LTD.,40.64
531472,CYBELE INDUSTRIES LTD.,40.64
512018,CNI RESEARCH LTD.,40.64
514358,Everlon Financials Ltd,40.78
519331,VSF PROJECTS LTD.,40.78
530201,Kallam Textiles Ltd-$,40.82
540727,Poojawestern Metaliks Ltd,40.82
531067,CONTIL INDIA LTD.,40.88
500388,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,40.9
531651,NATIONAL GENERAL INDUSTRIES LTD.,40.92
531624,COUNTRY CONDO'S LTD.,41.05
530577,LADDERUP FINANCE LTD.,41.13
540361,Danube Industries Ltd,41.22
531931,SAI CAPITAL LTD.,41.25
540936,Gautam Gems Ltd,41.34
531212,NALIN LEASE FINANCE LTD.,41.56
519494,N.K.INDUSTRIES LTD.,41.62
543172,Cospower Engineering Ltd,42.0
534623,JUPITER INFOMEDIA LTD.,42.08
503229,SIMPLEX REALTY LTD.,42.15
530909,ERP SOFT SYSTEMS LTD.,42.17
524156,TCM LTD.,42.25
500422,TRANSCHEM LTD.-$,42.3
530267,SABOO BROTHERS LTD.,42.45
507946,KIDUJA INDIA LTD.,42.63
531416,NARENDRA PROPERTIES LTD.,42.82
538965,Concord Drugs Ltd,43.0
503349,VICTORIA MILLS LTD.,43.03
539251,Balkrishna Paper Mills Ltd,43.08
530213,FORTUNE INTERNATIONAL LTD.,43.13
530401,VINYOFLEX LTD.,43.19
514211,SUMEET INDUSTRIES LTD.-$,43.32
531814,TIRUPATI SARJAN LTD.,43.33
514171,CEETA INDUSTRIES LTD.,43.38
531744,GINI SILK MILLS LTD.-$,43.39
531322,Sri Havisha Hospitality And Infrastructure Ltd,43.45
530419,SUMEDHA FISCAL SERVICES LTD.,43.52
524440,CAMEX LTD.,43.55
526237,MORGAN VENTURES LTD.,43.9
524210,PENTOKEY ORGANY (INDIA) LTD.,44.02
534741,VIRTUAL GLOBAL EDUCATION LTD.,44.06
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,44.1
538597,TTI Enterprise Ltd,44.2
540377,IFL Enterprises Ltd,44.27
514322,KAMADGIRI FASHION LTD.-$,44.37
521113,SUDITI INDUSTRIES LTD.,44.4
506146,VISAGAR POLYTEX LTD.,44.49
511764,Aastamangalam Finance Ltd,44.54
540550,Yug Decor Ltd,44.68
539011,Chennai Ferrous Industries Ltd,44.7
543309,Adeshwar Meditex Ltd,44.75
540175,Regency Fincorp Ltd,44.77
531163,Kemistar Corporation Limited,44.81
539494,Smart Finsec Ltd,44.85
543656,Technopack Polymers Ltd,44.87
533212,GKB OPHTHALMICS LTD.,44.91
523232,CONTINENTAL PETROLEUMS LTD.,44.93
530959,DIANA TEA CO.LTD.,45.0
531111,GOTHI PLASCON (INDIA) LTD.,45.08
544052,Benchmark Computer Solutions Ltd,45.37
526638,TEXEL INDUSTRIES LTD.,45.37
511523,Veerhealth Care Limited,45.44
521141,ADITYA SPINNERS LTD.,45.54
531129,INANI MARBLES & INDUSTRIES LTD.,45.57
512477,BETEX INDIA LTD.,45.68
541112,Shreeshay Engineers Ltd,45.75
538395,Nam Securities Ltd,45.83
531996,ODYSSEY CORPORATION LTD.,45.97
539224,HCKK Ventures Ltd,45.99
517119,PCS TECHNOLOGY LTD.,46.09
543926,Bizotic Commercial Ltd,46.18
530991,ROOPA INDUSTRIES LTD.,46.32
541338,U. H. Zaveri Ltd,46.33
544013,KK Shah Hospitals Ltd,46.5
530151,VIJAY TEXTILES LTD.,46.57
531628,Tejassvi Aaharam Ltd,46.61
512048,Luharuka Media & Infra Ltd,46.67
507817,WIRES & FABRIKS (SA) LTD.,46.76
543372,Getalong Enterprise Ltd,46.8
513472,SIMPLEX CASTINGS LTD.,46.9
543621,Cargosol Logistics Ltd,46.92
533296,FUTURE MARKET NETWORKS LTD.,46.96
523465,IND BANK HOUSING LTD.,47.0
532820,E-Land Apparel Limited,47.08
507981,JINDAL HOTELS LTD.,47.11
500450,MPIL CORPORATION LTD.,47.16
532730,STL GLOBAL LTD.,47.22
538646,QGO Finance Ltd,47.26
543520,Global Longlife Hospital and Research Ltd,47.33
521151,DHANLAXMI FABRICS LTD.,47.5
540786,Sharika Enterprises Ltd,47.54
511355,INDIA CEMENTS CAPITAL LTD.,47.75
538611,Real Touch Finance Ltd,47.86
531892,KHANDWALA SECURITIES LTD.,48.17
540023,Colorchips New Media Ltd,48.22
543518,Eighty Jewellers Ltd,48.3
530265,SAINIK FINANCE & INDUSTRIES LTD.,48.36
530169,MOHIT PAPER MILLS LTD.,48.36
526544,SCANPOINT GEOMATICS LTD.,48.52
508980,Frontier Capital Ltd,48.68
533101,SURYAAMBA SPINNING MILLS LTD.,48.79
521180,SUPER SPINNING MILLS LTD.,48.79
514060,Markobenz Ventures Ltd,48.84
503776,MODIPON LTD.,48.91
543244,Shine Fashions (India) Ltd,48.97
516110,Family Care Hospitals Ltd,49.15
543262,MRP Agro Ltd,49.17
543231,Archidply Decor Ltd,49.18
517554,NHC FOODS LTD.,49.36
533482,Kridhan Infra Limited,49.38
500014,Utique Enterprises Ltd,49.49
520155,Starlog Enterprises Ltd,49.62
540821,Sadhna Broadcast Ltd,49.63
532845,TGB BANQUETS AND HOTELS LTD.,49.79
526921,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,49.86
539220,Mishka Exim Ltd,49.98
540135,ARC Finance Ltd,49.99
505807,ROLCON ENGINEERING CO.LTD.,50.2
531025,VISAGAR FINANCIAL SERVICES LTD.,50.22
535387,LAKHOTIA POLYESTERS (INDIA) LTD.,50.28
500370,SALORA INTERNATIONAL LTD.,50.38
523186,B&A Packaging India Limited,50.39
507864,PIONEER INVESTCORP LTD.,50.41
521244,MKP Mobility Ltd,50.53
515093,MADHAV MARBLES & GRANITES LTD.,50.55
532614,IMPEX FERRO TECH LTD.,50.65
526677,DSJ keep Learning Ltd,50.8
540651,Jigar Cables Ltd,50.84
538180,Gold Line International Finvest Ltd,51.05
539176,Hawa Engineers Ltd,51.06
532154,Johnson Pharmacare Ltd,51.15
533602,LESHA INDUSTRIES LTD.,51.19
513149,ACROW INDIA LTD.,51.2
531156,ALFAVISION OVERSEAS (INDIA) LTD.,51.36
509597,HARDCASTLE & WAUD MFG.CO.LTD.,51.44
530953,SUNIL AGRO FOODS LTD.-$,51.6
532696,EDUCOMP SOLUTIONS LTD.,51.68
523732,ECOBOARD INDUSTRIES LTD.,51.69
500143,PH CAPITAL LTD.,51.75
512093,CRANES SOFTWARE INTERNATIONAL LTD.,51.94
511092,JMD Ventures Ltd,52.2
544090,Sayaji Hotels (Pune) Ltd,52.28
539354,Polyspin Exports Ltd,52.3
532812,TRANSWARRANTY FINANCE LTD.,52.34
524204,TEESTA AGRO INDUSTRIES LTD.,52.59
519566,SIMRAN FARMS LTD.,52.89
511359,AD-MANUM FINANCE LTD.,53.25
536507,Future Lifestyle Fashions Ltd,53.27
520127,BALURGHAT TECHNOLOGIES LTD.,53.33
530979,INDIA HOME LOAN LTD.,53.49
509895,HINDOOSTAN MILLS LTD.,53.74
526901,SONAL ADHESIVES LTD.,53.94
531910,Madhuveer Com 18 Network Ltd,54.01
506680,TECIL CHEMICALS & HYDRO POWER LTD.,54.08
502873,H.P.COTTON TEXTILE MILLS LTD.,54.16
530617,SAMPRE NUTRITIONS LTD.,54.44
532640,CYBER MEDIA (INDIA) LTD.,54.44
524711,VISTA PHARMACEUTICALS LTD.,54.45
538926,Naturite Agro Products Ltd,54.5
541741,Tinna Trade Ltd,54.66
542678,Cian Healthcare Ltd,54.82
542668,Evans Electric Ltd,54.88
513059,G.S.AUTO INTERNATIONAL LTD.,55.16
540168,Supra Pacific Financial Services Ltd,55.38
533294,RAVI KUMAR DISTILLERIES LTD.,55.39
503685,MEDIAONE GLOBAL ENTERTAINMENT LTD.,55.44
500059,BINANI INDUSTRIES LTD.,55.46
513642,AXEL POLYMERS LTD.,55.48
513418,Smiths & Founders (India) Limited,55.79
543298,Vineet Laboratories Ltd,55.83
540519,Meera Industries Ltd,56.06
526847,ASHIRWAD STEELS & INDUSTRIES LTD.,56.25
