,scripCode,companyName,currentValue,change,pChange,updatedOn,securityID,group,faceValue,industry,previousClose,previousOpen,dayHigh,dayLow,52weekHigh,52weekLow,weightedAvgPrice,totalTradedValue,totalTradedQuantity,2WeekAvgQuantity,marketCapFull,marketCapFreeFloat
519,524226,GUJARAT AMBUJA EXPORTS LTD.,386.70,22.30,6.12,20 Feb 24 | 04:00 PM,GAEL,A  / S&P BSE 500,1.00,Fast Moving Consumer Goods,364.40,363.85,397.45,363.00,420.75,224.20,384.83,7.17 Cr.,1.86 Lakh,0.49 Lakh,"8,868.40 Cr.","2,660.52 Cr."
520,533169,MAN INFRACONSTRUCTION LTD.,222.00,-3.10,-1.38,20 Feb 24 | 04:00 PM,MANINFRA,A  / S&P BSE SmallCap,2.00,Construction,225.10,225.05,225.05,217.20,249.40,66.25,221.26,1.75 Cr.,0.79 Lakh,0.83 Lakh,"8,241.76 Cr.","2,554.95 Cr."
521,500126,Procter & Gamble Health Ltd,5029.25,-2.00,-0.04,20 Feb 24 | 04:00 PM,PGHL,A  / S&P BSE 500,10.00,Healthcare,5031.25,5050.00,5070.00,4999.50,5640.00,4487.50,5031.94,0.34 Cr.,0.01 Lakh,0.03 Lakh,"8,348.24 Cr.","4,007.16 Cr."
522,543669,Keystone Realtors Ltd,725.40,-1.95,-0.27,20 Feb 24 | 04:00 PM,RUSTOMJEE,B  / S&P BSE SmallCap,10.00,Realty,727.35,725.50,740.30,709.00,749.10,416.45,727.46,0.70 Cr.,0.10 Lakh,0.03 Lakh,"8,261.45 Cr.","1,073.99 Cr."
523,500133,ESAB INDIA LTD.,5313.65,-12.35,-0.23,20 Feb 24 | 04:00 PM,ESABINDIA,A  / S&P BSE 500,10.00,Capital Goods,5326.00,5353.85,5419.55,5280.00,6542.65,3221.35,5325.08,0.09 Cr.,0.00 Lakh,0.00 Lakh,"8,179.31 Cr.","2,126.62 Cr."
524,532468,Kama Holdings Limited-$,2541.85,-5.80,-0.23,20 Feb 24 | 04:00 PM,KAMAHOLD,A  / S&P BSE 500,10.00,Financial Services,2547.65,2552.95,2571.85,2520.05,3500.00,2350.02,2545.91,0.80 Cr.,0.03 Lakh,0.04 Lakh,"8,156.94 Cr.","1,957.67 Cr."
525,513023,Nava Ltd,518.35,-0.20,-0.04,20 Feb 24 | 04:00 PM,NAVA,A  / S&P BSE SmallCap,2.00,Power,518.55,534.80,534.80,515.00,534.80,216.00,524.31,1.61 Cr.,0.31 Lakh,0.36 Lakh,"8,106.67 Cr.","4,134.40 Cr."
526,539978,Quess Corp Ltd,525.80,-14.90,-2.76,20 Feb 24 | 04:00 PM,QUESS,A  / S&P BSE 500,10.00,Services,540.70,540.70,542.80,525.00,580.00,337.45,533.01,2.72 Cr.,0.51 Lakh,0.39 Lakh,"7,806.99 Cr.","3,357.01 Cr."
527,500413,THOMAS COOK (INDIA) LTD.,168.05,-2.45,-1.44,20 Feb 24 | 04:00 PM,THOMASCOOK,B  / S&P BSE SmallCap,1.00,Consumer Services,170.50,173.00,173.00,166.90,189.85,52.45,170.90,1.76 Cr.,1.03 Lakh,1.27 Lakh,"7,904.75 Cr.","2,687.61 Cr."
528,543626,Electronics Mart India Ltd,207.90,-0.35,-0.17,20 Feb 24 | 04:00 PM,EMIL,B  / S&P BSE SmallCap,10.00,Consumer Services,208.25,210.30,213.85,205.45,244.50,61.45,210.94,4.40 Cr.,2.09 Lakh,0.76 Lakh,"7,998.93 Cr.","2,159.71 Cr."
529,530813,KRBL LTD.,346.05,-2.95,-0.85,20 Feb 24 | 04:00 PM,KRBL,A  / S&P BSE 500,1.00,Fast Moving Consumer Goods,349.00,349.95,350.35,345.00,471.00,320.00,347.98,0.83 Cr.,0.24 Lakh,0.19 Lakh,"7,920.73 Cr.","1,900.98 Cr."
530,532915,RELIGARE ENTERPRISES LTD.,234.90,-7.40,-3.05,20 Feb 24 | 04:00 PM,RELIGARE,A  / S&P BSE SmallCap,10.00,Financial Services,242.30,242.10,243.95,234.00,280.30,130.00,239.08,4.23 Cr.,1.77 Lakh,1.25 Lakh,"7,739.63 Cr.","7,430.04 Cr."
531,500101,ARVIND LTD.,295.70,-9.30,-3.05,20 Feb 24 | 04:00 PM,ARVIND,A  / S&P BSE SmallCap,10.00,Textiles,305.00,305.40,310.30,294.15,319.05,77.70,299.32,0.94 Cr.,0.31 Lakh,0.46 Lakh,"7,736.41 Cr.","4,487.12 Cr."
532,504614,SARDA ENERGY & MINERALS LTD.-$,223.60,-2.70,-1.19,20 Feb 24 | 04:00 PM,SARDAEN,B  / S&P BSE SmallCap,1.00,Metals & Mining,226.30,224.50,229.85,223.05,264.95,96.70,225.26,0.57 Cr.,0.25 Lakh,0.40 Lakh,"7,879.25 Cr.","2,127.40 Cr."
533,543297,Inox Wind Energy Ltd,6820.95,207.20,3.13,20 Feb 24 | 04:00 PM,IWEL,T  / S&P BSE SmallCap,10.00,Capital Goods,6613.75,6800.00,6944.00,6635.00,6944.00,921.70,6872.73,1.71 Cr.,0.02 Lakh,0.01 Lakh,"8,217.59 Cr.","2,300.93 Cr."
534,532163,SAREGAMA INDIA LTD.,407.10,-5.20,-1.26,20 Feb 24 | 04:00 PM,SAREGAMA,A  /,1.00,"Media, Entertainment & Publication",412.30,414.45,415.45,405.80,476.23,294.81,410.59,2.74 Cr.,0.67 Lakh,0.56 Lakh,"7,849.27 Cr.","3,061.22 Cr."
535,532300,WOCKHARDT LTD.,580.30,28.80,5.22,20 Feb 24 | 04:00 PM,WOCKPHARMA,A  / S&P BSE SmallCap,5.00,Healthcare,551.50,553.00,589.70,534.00,589.70,145.35,568.94,17.41 Cr.,3.06 Lakh,1.27 Lakh,"8,362.66 Cr.","3,763.19 Cr."
536,541578,Varroc Engineering Ltd,525.95,7.35,1.42,20 Feb 24 | 04:00 PM,VARROC,A  / S&P BSE 500,1.00,Automobile and Auto Components,518.60,520.15,528.05,514.55,631.00,239.80,523.23,1.04 Cr.,0.20 Lakh,0.45 Lakh,"8,035.80 Cr.","2,008.95 Cr."
537,543596,Tamilnad Mercantile Bank Ltd,491.00,-5.65,-1.14,20 Feb 24 | 04:00 PM,TMB,A  / S&P BSE 500,10.00,Financial Services,496.65,499.90,499.90,489.80,611.00,396.05,494.66,0.49 Cr.,0.10 Lakh,0.15 Lakh,"7,775.06 Cr.","5,520.29 Cr."
538,507880,V.I.P.INDUSTRIES LTD.-$,547.40,-5.10,-0.92,20 Feb 24 | 04:00 PM,VIPIND,A  / S&P BSE 500,2.00,Consumer Durables,552.50,550.65,555.75,545.55,722.70,513.25,548.10,0.72 Cr.,0.13 Lakh,0.40 Lakh,"7,769.93 Cr.","3,651.87 Cr."
539,500038,BALRAMPUR CHINI MILLS LTD.,383.65,0.00,0.00,20 Feb 24 | 04:00 PM,BALRAMCHIN,A  / S&P BSE 500,1.00,Fast Moving Consumer Goods,383.65,388.00,396.00,377.50,485.80,349.50,385.81,12.05 Cr.,3.12 Lakh,1.75 Lakh,"7,827.99 Cr.","4,461.96 Cr."
540,543259,Home First Finance Company India Ltd,930.35,46.05,5.21,20 Feb 24 | 04:00 PM,HOMEFIRST,A  / S&P BSE 500,2.00,Financial Services,884.30,894.75,935.00,885.65,1058.80,654.85,918.57,2.65 Cr.,0.29 Lakh,0.10 Lakh,"8,232.42 Cr.","4,280.86 Cr."
541,532942,KNR CONSTRUCTIONS LTD.,270.80,-4.75,-1.72,20 Feb 24 | 04:00 PM,KNRCON,A  / S&P BSE 500,2.00,Construction,275.55,277.10,279.10,268.95,305.25,226.20,273.59,0.91 Cr.,0.33 Lakh,0.90 Lakh,"7,615.83 Cr.","3,731.76 Cr."
542,541195,Mishra Dhatu Nigam Ltd,412.40,-1.00,-0.24,20 Feb 24 | 04:00 PM,MIDHANI,A  / S&P BSE 500,10.00,Capital Goods,413.40,416.85,420.00,408.75,547.45,172.80,415.24,1.53 Cr.,0.37 Lakh,1.22 Lakh,"7,725.90 Cr.","2,008.73 Cr."
543,532156,Vaibhav Global Ltd,458.30,-8.25,-1.77,20 Feb 24 | 04:00 PM,VAIBHAVGBL,A  / S&P BSE 500,2.00,Consumer Durables,466.55,466.55,470.40,457.25,543.05,268.60,461.71,0.86 Cr.,0.19 Lakh,0.56 Lakh,"7,589.05 Cr.","2,504.39 Cr."
544,532531,Strides Pharma Science Ltd,821.35,-14.45,-1.73,20 Feb 24 | 04:00 PM,STAR,A  / S&P BSE SmallCap,10.00,Healthcare,835.80,838.10,838.10,812.00,838.10,268.40,820.69,1.87 Cr.,0.23 Lakh,1.60 Lakh,"7,548.18 Cr.","5,434.69 Cr."
545,543271,Jubilant Ingrevia Ltd,487.20,5.85,1.22,20 Feb 24 | 04:00 PM,JUBLINGREA,A  / S&P BSE 500,1.00,Chemicals,481.35,481.05,491.00,480.00,524.50,350.80,485.55,1.71 Cr.,0.35 Lakh,0.71 Lakh,"7,760.18 Cr.","3,569.68 Cr."
546,532356,TRIVENI ENGINEERING & INDUSTRIES LTD.,350.60,3.70,1.07,20 Feb 24 | 04:00 PM,TRIVENI,A  / S&P BSE SmallCap,1.00,Fast Moving Consumer Goods,346.90,349.25,355.00,344.45,417.00,250.10,350.16,3.11 Cr.,0.89 Lakh,0.70 Lakh,"7,674.56 Cr.","2,993.08 Cr."
547,502219,Borosil Renewables Ltd,563.90,-16.30,-2.81,20 Feb 24 | 04:00 PM,BORORENEW,A  / S&P BSE 500,1.00,Capital Goods,580.20,582.30,585.20,560.05,667.40,380.05,570.71,3.25 Cr.,0.57 Lakh,1.95 Lakh,"7,360.74 Cr.","2,649.87 Cr."
548,532757,VOLTAMP TRANSFORMERS LTD.,7279.75,-137.75,-1.86,20 Feb 24 | 04:00 PM,VOLTAMP,A  / S&P BSE SmallCap,10.00,Capital Goods,7417.50,7471.65,7471.65,7254.05,8574.30,2571.05,7301.83,1.06 Cr.,0.01 Lakh,0.01 Lakh,"7,365.01 Cr.","4,566.31 Cr."
549,543523,Campus Activewear Ltd,245.10,-0.40,-0.16,20 Feb 24 | 04:00 PM,CAMPUS,A  / S&P BSE 500,5.00,Consumer Durables,245.50,246.30,248.00,244.20,417.00,237.70,245.95,1.74 Cr.,0.71 Lakh,0.86 Lakh,"7,481.82 Cr.","1,945.27 Cr."
550,530005,INDIA CEMENTS LTD.,242.70,1.45,0.60,20 Feb 24 | 04:00 PM,INDIACEM,A  / S&P BSE 500,10.00,Construction Materials,241.25,241.45,244.50,239.55,277.00,167.05,241.68,1.81 Cr.,0.75 Lakh,1.62 Lakh,"7,521.21 Cr.","3,309.33 Cr."
551,535648,JUST DIAL LTD.,900.75,22.90,2.61,20 Feb 24 | 04:00 PM,JUSTDIAL,A  / S&P BSE 500,10.00,Consumer Services,877.85,885.65,918.90,875.45,945.80,565.20,899.13,2.70 Cr.,0.30 Lakh,0.40 Lakh,"7,659.78 Cr.","1,991.54 Cr."
552,500033,FORCE MOTORS LTD.-$,6050.40,330.20,5.77,20 Feb 24 | 04:00 PM,FORCEMOT,A  / S&P BSE SmallCap,10.00,Automobile and Auto Components,5720.20,5730.05,6117.95,5620.70,6117.95,1085.20,5967.30,35.18 Cr.,0.59 Lakh,0.66 Lakh,"7,885.43 Cr.","2,917.61 Cr."
553,500241,KIRLOSKAR BROTHERS LTD.-$,923.70,-11.60,-1.24,20 Feb 24 | 04:00 PM,KIRLOSBROS,A  / S&P BSE SmallCap,2.00,Capital Goods,935.30,945.95,945.95,918.40,1060.00,354.00,926.21,0.19 Cr.,0.02 Lakh,0.07 Lakh,"7,335.00 Cr.","2,347.20 Cr."
554,530999,BALAJI AMINES LTD.-$,2297.75,8.40,0.37,20 Feb 24 | 04:00 PM,BALAMINES,A  / S&P BSE 500,2.00,Chemicals,2289.35,2287.15,2318.50,2277.80,2736.35,1872.90,2297.92,0.41 Cr.,0.02 Lakh,0.07 Lakh,"7,444.94 Cr.","2,456.83 Cr."
555,532749,ALLCARGO LOGISTICS LTD.,85.20,10.19,13.58,20 Feb 24 | 04:00 PM,ALLCARGO,A  / S&P BSE SmallCap,2.00,Services,75.01,75.89,87.50,74.70,97.70,61.50,84.24,27.66 Cr.,32.84 Lakh,4.26 Lakh,"8,373.30 Cr.","2,511.99 Cr."
556,504918,SANDUR MANGANESE & IRON ORES LTD.,438.00,-16.90,-3.72,20 Feb 24 | 04:00 PM,SANDUMA,B  / S&P BSE SmallCap,10.00,"Oil, Gas & Consumable Fuels",454.90,454.05,459.35,432.65,613.45,145.81,439.40,3.72 Cr.,0.85 Lakh,0.67 Lakh,"7,097.13 Cr.","1,845.25 Cr."
557,543277,Laxmi Organic Industries Ltd,268.90,1.60,0.60,20 Feb 24 | 04:00 PM,LXCHEM,A  / S&P BSE 500,2.00,Chemicals,267.30,266.15,275.40,265.65,320.70,220.70,270.45,4.00 Cr.,1.48 Lakh,0.98 Lakh,"7,403.77 Cr.","2,221.13 Cr."
558,500339,Rain Industries Ltd,211.95,-6.05,-2.78,20 Feb 24 | 04:00 PM,RAIN,A  / S&P BSE 500,2.00,Chemicals,218.00,218.00,218.25,209.15,219.65,141.05,213.38,23.75 Cr.,11.13 Lakh,8.72 Lakh,"7,128.85 Cr.","3,920.87 Cr."
559,524404,MARKSANS PHARMA LTD.,159.20,-2.30,-1.42,20 Feb 24 | 04:00 PM,MARKSANS,A  / S&P BSE SmallCap,1.00,Healthcare,161.50,162.55,163.70,158.50,179.10,64.33,161.67,4.33 Cr.,2.68 Lakh,2.40 Lakh,"7,214.37 Cr.","3,246.47 Cr."
560,532900,Paisalo Digital Ltd,158.90,-3.55,-2.19,20 Feb 24 | 04:00 PM,PAISALO,A  / S&P BSE SmallCap,1.00,Financial Services,162.45,164.90,169.00,155.25,169.00,42.01,161.31,6.54 Cr.,4.05 Lakh,3.00 Lakh,"7,134.96 Cr.","4,709.07 Cr."
561,532922,Edelweiss Financial Services Ltd.,77.69,0.67,0.87,20 Feb 24 | 04:00 PM,EDELWEISS,A  / S&P BSE SmallCap,1.00,Financial Services,77.02,77.42,78.81,76.48,87.80,37.43,77.73,5.01 Cr.,6.45 Lakh,7.96 Lakh,"7,332.23 Cr.","4,472.66 Cr."
562,533326,TEXMACO RAIL & ENGINEERING LTD.,187.45,-1.90,-1.00,20 Feb 24 | 04:00 PM,TEXRAIL,A  / S&P BSE SmallCap,1.00,Capital Goods,189.35,189.90,191.70,185.90,231.90,40.49,188.46,5.73 Cr.,3.04 Lakh,3.05 Lakh,"7,185.68 Cr.","3,592.84 Cr."
563,544061,Azad Engineering Ltd,1215.50,-9.65,-0.79,20 Feb 24 | 04:00 PM,AZAD,B  / S&P BSE IPO,2.00,Capital Goods,1225.15,1276.95,1286.40,1206.10,1286.40,641.95,1256.45,16.92 Cr.,1.35 Lakh,0.63 Lakh,"7,185.18 Cr.","1,221.48 Cr."
564,540047,Dilip Buildcon Ltd,478.40,-16.65,-3.36,20 Feb 24 | 04:00 PM,DBL,A  / S&P BSE SmallCap,10.00,Construction,495.05,498.90,498.90,475.80,504.45,159.70,484.25,3.52 Cr.,0.73 Lakh,2.26 Lakh,"6,994.92 Cr.","2,098.48 Cr."
565,538730,PDS Ltd,538.95,-9.85,-1.79,20 Feb 24 | 04:00 PM,PDSL,B  / S&P BSE SmallCap,2.00,Textiles,548.80,546.55,547.00,538.00,666.00,304.05,543.58,0.30 Cr.,0.06 Lakh,0.08 Lakh,"7,105.55 Cr.","2,415.89 Cr."
566,500214,ION EXCHANGE (INDIA) LTD.-$,513.80,20.70,4.20,20 Feb 24 | 04:00 PM,IONEXCHANG,A  / S&P BSE SmallCap,1.00,Construction,493.10,494.15,516.00,494.15,687.55,303.20,508.24,1.39 Cr.,0.27 Lakh,0.21 Lakh,"7,535.73 Cr.","4,220.01 Cr."
567,538891,Magellanic Cloud Ltd,613.30,-4.50,-0.73,20 Feb 24 | 04:00 PM,MCLOUD,T  / S&P BSE SmallCap,10.00,Information Technology,617.80,633.90,638.00,610.25,660.00,115.28,623.51,3.27 Cr.,0.52 Lakh,1.21 Lakh,"7,168.19 Cr.","2,938.96 Cr."
568,543258,Indigo Paints Ltd,1501.75,-10.10,-0.67,20 Feb 24 | 04:00 PM,INDIGOPNTS,A  / S&P BSE 500,10.00,Consumer Durables,1511.85,1491.30,1519.90,1491.30,1700.00,981.05,1502.93,1.59 Cr.,0.11 Lakh,0.14 Lakh,"7,151.48 Cr.","1,501.81 Cr."
569,531599,FDC LTD.,450.45,9.60,2.18,20 Feb 24 | 04:00 PM,FDC,A  / S&P BSE 500,1.00,Healthcare,440.85,439.95,454.45,437.00,472.00,245.00,444.55,0.68 Cr.,0.15 Lakh,0.27 Lakh,"7,333.78 Cr.","2,200.13 Cr."
570,520113,VESUVIUS INDIA LTD.,3452.75,-78.90,-2.23,20 Feb 24 | 04:00 PM,VESUVIUS,A  / S&P BSE SmallCap,10.00,Capital Goods,3531.65,3526.60,3531.65,3449.55,3955.00,1500.00,3498.93,0.19 Cr.,0.01 Lakh,0.01 Lakh,"7,007.73 Cr.","3,083.40 Cr."
571,509557,Garware Technical Fibres Ltd,3475.85,8.40,0.24,20 Feb 24 | 04:00 PM,GARFIBRES,A  / S&P BSE 500,10.00,Textiles,3467.45,3474.40,3514.45,3443.30,3830.05,2586.95,3472.93,0.49 Cr.,0.01 Lakh,0.01 Lakh,"7,166.57 Cr.","3,224.95 Cr."
572,543336,Chemplast Sanmar Ltd,455.35,4.65,1.03,20 Feb 24 | 04:00 PM,CHEMPLASTS,A  / S&P BSE 500,5.00,Chemicals,450.70,459.75,462.00,421.10,542.85,342.00,448.71,0.35 Cr.,0.08 Lakh,0.07 Lakh,"7,199.52 Cr.","3,239.78 Cr."
573,542759,Spandana Sphoorty Financial Ltd,995.75,0.00,0.00,20 Feb 24 | 04:00 PM,SPANDANA,A  / S&P BSE SmallCap,10.00,Financial Services,995.75,997.05,1014.90,992.50,1243.10,478.85,1003.56,1.00 Cr.,0.10 Lakh,0.07 Lakh,"7,087.47 Cr.","2,267.99 Cr."
574,531543,JINDAL WORLDWIDE LTD.,357.05,3.65,1.03,20 Feb 24 | 04:00 PM,JINDWORLD,A  / S&P BSE 500,1.00,Textiles,353.40,353.50,365.00,348.00,426.75,268.00,356.56,0.53 Cr.,0.15 Lakh,0.41 Lakh,"7,159.58 Cr.",930.75 Cr.
575,532811,AHLUWALIA CONTRACTS (INDIA) LTD.,1080.55,23.10,2.18,20 Feb 24 | 04:00 PM,AHLUCONT,A  / S&P BSE SmallCap,2.00,Construction,1057.45,1068.65,1087.25,1052.70,1087.25,448.60,1071.35,1.37 Cr.,0.13 Lakh,0.10 Lakh,"7,238.34 Cr.","3,257.25 Cr."
576,532218,SOUTH INDIAN BANK LTD.,33.46,-0.18,-0.54,20 Feb 24 | 04:00 PM,SOUTHBANK,A  / S&P BSE SmallCap,1.00,Financial Services,33.64,33.79,34.15,33.30,40.16,13.79,33.65,17.73 Cr.,52.69 Lakh,55.02 Lakh,"7,002.31 Cr.","6,932.29 Cr."
577,543952,NIIT Learning Systems Ltd,524.95,7.80,1.51,20 Feb 24 | 04:00 PM,NIITMTS,B  /,2.00,Consumer Services,517.15,528.60,538.85,517.00,538.85,343.70,529.19,1.13 Cr.,0.21 Lakh,0.24 Lakh,"7,104.95 Cr.","4,547.17 Cr."
578,538979,Greenlam Industries Ltd,545.80,-1.25,-0.23,20 Feb 24 | 04:00 PM,GREENLAM,A  / S&P BSE SmallCap,1.00,Consumer Durables,547.05,548.00,560.60,544.30,626.15,282.60,552.76,0.14 Cr.,0.03 Lakh,0.04 Lakh,"6,962.98 Cr.","3,411.86 Cr."
579,532642,JSW Holdings Limited,6352.25,100.20,1.60,20 Feb 24 | 04:00 PM,JSWHL,B  / S&P BSE SmallCap,10.00,Financial Services,6252.05,6650.00,6824.00,6189.60,6894.50,3672.05,6450.69,0.56 Cr.,0.01 Lakh,0.01 Lakh,"7,050.76 Cr.","2,397.26 Cr."
580,500336,SURYA ROSHNI LTD.,628.70,-7.80,-1.23,20 Feb 24 | 04:00 PM,SURYAROSNI,B  / S&P BSE SmallCap,5.00,Capital Goods,636.50,639.85,641.35,626.05,841.50,301.40,632.80,0.73 Cr.,0.12 Lakh,0.41 Lakh,"6,841.38 Cr.","2,462.90 Cr."
581,512573,AVANTI FEEDS LTD.-$,498.15,-7.25,-1.43,20 Feb 24 | 04:00 PM,AVANTIFEED,A  / S&P BSE 500,1.00,Fast Moving Consumer Goods,505.40,505.40,510.00,496.00,598.60,321.15,502.44,1.68 Cr.,0.33 Lakh,0.29 Lakh,"6,787.08 Cr.","1,968.25 Cr."
582,542597,MSTC Ltd,984.60,16.85,1.74,20 Feb 24 | 04:00 PM,MSTCLTD,A  / S&P BSE SmallCap,10.00,Services,967.75,971.80,1020.00,964.10,1165.00,239.65,991.76,2.94 Cr.,0.30 Lakh,0.67 Lakh,"6,931.58 Cr.","2,426.05 Cr."
583,530343,GENUS POWER INFRASTRUCTURES LTD.-$,267.65,3.60,1.36,20 Feb 24 | 04:00 PM,GENUSPOWER,A  / S&P BSE SmallCap,1.00,Capital Goods,264.05,266.05,274.25,262.80,343.80,78.82,268.90,0.88 Cr.,0.33 Lakh,1.77 Lakh,"6,899.36 Cr.","2,276.79 Cr."
584,512179,SUNTECK REALTY LTD.,482.95,18.45,3.97,20 Feb 24 | 04:00 PM,SUNTECK,A  / S&P BSE 500,1.00,Realty,464.50,467.30,485.00,464.75,511.65,271.25,477.28,3.24 Cr.,0.68 Lakh,0.98 Lakh,"7,074.56 Cr.","2,617.59 Cr."
585,533339,ZEN TECHNOLOGIES LTD.,816.55,10.65,1.32,20 Feb 24 | 04:00 PM,ZENTEC,A  / S&P BSE SmallCap,1.00,Capital Goods,805.90,829.00,835.65,809.75,912.55,230.45,822.57,3.80 Cr.,0.46 Lakh,0.44 Lakh,"6,862.63 Cr.","2,676.43 Cr."
586,540725,Share India Securities Ltd,1917.45,-12.80,-0.66,20 Feb 24 | 04:00 PM,SHAREINDIA,A  / S&P BSE SmallCap,10.00,Financial Services,1930.25,1922.50,1931.15,1898.70,1979.60,986.45,1913.86,0.83 Cr.,0.04 Lakh,0.09 Lakh,"6,723.65 Cr.","2,017.10 Cr."
587,539874,Ujjivan Financial Services Ltd,555.55,0.10,0.02,20 Feb 24 | 04:00 PM,UJJIVAN,A  / S&P BSE SmallCap,10.00,Financial Services,555.45,556.40,557.30,553.05,614.70,233.20,555.49,0.20 Cr.,0.04 Lakh,0.19 Lakh,"6,764.21 Cr.","6,290.72 Cr."
588,544044,India Shelter Finance Corporation Ltd,633.75,2.05,0.32,20 Feb 24 | 04:00 PM,INDIASHLTR,B  / S&P BSE IPO,5.00,Financial Services,631.70,625.00,636.55,621.05,723.00,519.00,627.05,0.88 Cr.,0.14 Lakh,0.46 Lakh,"6,784.37 Cr.","1,221.19 Cr."
589,500123,ELANTAS BECK INDIA LTD.-$,8486.85,-13.70,-0.16,20 Feb 24 | 04:00 PM,ELANTAS,B  /,10.00,Chemicals,8500.55,8640.00,8646.00,8445.00,8674.95,4449.45,8493.61,1.17 Cr.,0.01 Lakh,0.00 Lakh,"6,728.10 Cr.","1,682.03 Cr."
590,532783,LT FOODS LTD.,193.25,-0.45,-0.23,20 Feb 24 | 04:00 PM,LTFOODS,A  / S&P BSE SmallCap,1.00,Fast Moving Consumer Goods,193.70,194.45,196.90,191.60,234.45,90.11,194.07,1.90 Cr.,0.98 Lakh,1.27 Lakh,"6,710.66 Cr.","2,684.27 Cr."
591,532349,TRANSPORT CORPORATION OF INDIA LTD.,855.85,-8.05,-0.93,20 Feb 24 | 04:00 PM,TCI,A  / S&P BSE SmallCap,2.00,Services,863.90,867.80,874.95,851.60,1080.00,591.00,865.71,0.07 Cr.,0.01 Lakh,0.04 Lakh,"6,647.47 Cr.","1,994.24 Cr."
592,500185,HINDUSTAN CONSTRUCTION CO.LTD.,43.89,0.38,0.87,20 Feb 24 | 04:00 PM,HCC,A  / S&P BSE SmallCap,1.00,Construction,43.51,43.84,45.30,43.58,47.92,12.50,44.45,7.72 Cr.,17.36 Lakh,32.43 Lakh,"6,640.68 Cr.","5,378.95 Cr."
593,542907,Prince Pipes and Fittings Ltd,590.60,-3.35,-0.56,20 Feb 24 | 04:00 PM,PRINCEPIPE,A  / S&P BSE 500,10.00,Capital Goods,593.95,595.10,595.20,589.30,775.75,532.00,591.17,1.17 Cr.,0.20 Lakh,0.31 Lakh,"6,529.74 Cr.","2,481.30 Cr."
594,509631,HEG LTD.,1666.25,-18.25,-1.08,20 Feb 24 | 04:00 PM,HEG,A  / S&P BSE 500,10.00,Capital Goods,1684.50,1680.05,1698.95,1655.00,2009.00,919.00,1677.38,1.31 Cr.,0.08 Lakh,0.22 Lakh,"6,430.98 Cr.","2,829.63 Cr."
595,532189,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,780.35,23.80,3.15,20 Feb 24 | 04:00 PM,ITDC,B  / S&P BSE SmallCap,10.00,Consumer Services,756.55,767.00,832.00,752.40,879.00,277.50,795.21,7.30 Cr.,0.92 Lakh,0.47 Lakh,"6,693.02 Cr.",334.65 Cr.
596,543350,Vijaya Diagnostic Centre Ltd,633.90,1.00,0.16,20 Feb 24 | 04:00 PM,VIJAYA,A  / S&P BSE SmallCap,1.00,Healthcare,632.90,626.10,646.00,626.10,718.90,349.50,638.63,0.28 Cr.,0.04 Lakh,0.24 Lakh,"6,487.69 Cr.","2,919.46 Cr."
597,532162,JK PAPER LTD.,379.50,-0.40,-0.11,20 Feb 24 | 04:00 PM,JKPAPER,A  / S&P BSE 500,10.00,Forest Materials,379.90,380.00,383.95,378.00,452.00,306.60,381.05,1.96 Cr.,0.51 Lakh,0.52 Lakh,"6,428.82 Cr.","2,892.97 Cr."
598,532832,INDIABULLS REAL ESTATE LTD.,120.85,2.21,1.86,20 Feb 24 | 04:00 PM,IBREALEST,A  / S&P BSE SmallCap,2.00,Realty,118.64,119.50,122.00,119.45,126.90,45.94,120.51,6.76 Cr.,5.61 Lakh,16.49 Lakh,"6,546.15 Cr.","5,760.61 Cr."
599,512329,SG Mart Ltd,11712.50,229.00,1.99,20 Feb 24 | 04:00 PM,SGMART,T  /,10.00,Construction,11483.50,11713.15,11713.15,11254.00,12770.00,342.95,11706.86,73.05 Cr.,0.62 Lakh,0.11 Lakh,"6,532.06 Cr.",261.28 Cr.
600,533033,ISGEC Heavy Engineering Ltd,857.00,-13.30,-1.53,20 Feb 24 | 04:00 PM,ISGEC,A  / S&P BSE SmallCap,1.00,Construction,870.30,878.15,879.70,852.40,1178.00,418.25,864.23,0.68 Cr.,0.08 Lakh,0.17 Lakh,"6,301.48 Cr.","2,331.55 Cr."
601,517385,Symphony Limited,924.90,-1.75,-0.19,20 Feb 24 | 04:00 PM,SYMPHONY,A  / S&P BSE 500,2.00,Consumer Durables,926.65,933.90,934.10,916.75,1218.95,825.25,925.53,1.37 Cr.,0.15 Lakh,0.07 Lakh,"6,377.83 Cr.","1,530.68 Cr."
602,532532,JAIPRAKASH ASSOCIATES LTD.,26.17,0.19,0.73,20 Feb 24 | 04:00 PM,JPASSOCIAT,A  / S&P BSE SmallCap,2.00,Construction,25.98,25.69,26.84,25.54,27.17,6.56,26.29,15.52 Cr.,59.04 Lakh,72.40 Lakh,"6,423.68 Cr.","4,432.34 Cr."
603,539992,Lloyds Engineering Works Ltd,59.35,3.77,6.78,20 Feb 24 | 04:00 PM,LLOYDSENGG,A  / S&P BSE SmallCap,1.00,Capital Goods,55.58,56.31,60.00,54.19,60.00,15.68,58.09,22.84 Cr.,39.32 Lakh,14.77 Lakh,"6,779.92 Cr.","2,915.37 Cr."
