SecurityCode,companyName,currentValue,change,pChange,updatedOn,securityID,group,faceValue,industry,previousClose,previousOpen,dayHigh,dayLow,52weekHigh,52weekLow,weightedAvgPrice,totalTradedValue,totalTradedQuantity,2WeekAvgQuantity,marketCapFull,marketCapFreeFloat
543482,Eureka Forbes Ltd,475.95,2.1,0.44,15 Feb 24 | 04:00 PM,EUREKAFORBE,A  / S&P BSE 500,10,Consumer Durables,473.85,481.35,488,471.3,598.75,355,480.95,7.25 Cr.,1.51 Lakh,1.11 Lakh,9204.45,"2,301.11 Cr."
544057,Happy Forgings Ltd,967,-15.35,-1.56,15 Feb 24 | 04:00 PM,HAPPYFORGE,B  / S&P BSE IPO,2,Capital Goods,982.35,983.5,995.4,957.55,1087.85,917.1,976.38,0.35 Cr.,0.04 Lakh,0.13 Lakh,9109.61,"1,639.73 Cr."
543276,Craftsman Automation Ltd,4275.4,45.9,1.09,15 Feb 24 | 04:00 PM,CRAFTSMAN,A  / S&P BSE 500,5,Automobile and Auto Components,4229.5,4250,4309.75,4242,5510,2699.4,4274.23,0.45 Cr.,0.01 Lakh,0.04 Lakh,9033.2,"4,064.94 Cr."
540935,Galaxy Surfactants Ltd,2540.2,-16.65,-0.65,15 Feb 24 | 04:01 PM,GALAXYSURF,A  / S&P BSE 500,10,Chemicals,2556.85,2580.5,2584.95,2521.05,2989.35,2217.5,2551.62,0.22 Cr.,0.01 Lakh,0.02 Lakh,9006.22,"2,611.80 Cr."
543957,Redtape Ltd,648,20.35,3.24,15 Feb 24 | 04:00 PM,REDTAPE,B  /,2,Consumer Durables,627.65,625.2,650,625.2,672,410.55,641.91,0.24 Cr.,0.04 Lakh,0.12 Lakh,8955.48,"2,507.54 Cr."
543573,Syrma SGS Technology Ltd,501.75,-1.5,-0.3,15 Feb 24 | 04:00 PM,SYRMA,A  / S&P BSE SmallCap,10,Capital Goods,503.25,508.55,516.65,500,705,250.8,505.76,0.72 Cr.,0.14 Lakh,0.81 Lakh,8910.33,"2,851.31 Cr."
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,574.15,15.9,2.85,15 Feb 24 | 04:01 PM,MAHLIFE,A  / S&P BSE 500,10,Realty,558.25,561,583.55,561,632.8,316.1,569.82,0.66 Cr.,0.12 Lakh,0.19 Lakh,8898.26,"4,271.16 Cr."
500338,Prism Johnson Ltd,175.6,2.55,1.47,15 Feb 24 | 04:01 PM,PRSMJOHNSN,A  / S&P BSE 500,10,Construction Materials,173.05,173.9,178.8,173.05,198.9,101.2,176.64,1.22 Cr.,0.70 Lakh,1.26 Lakh,8838.94,"2,121.35 Cr."
523704,MASTEK LTD.,2877,60.3,2.14,15 Feb 24 | 04:01 PM,MASTEK,A  / S&P BSE 500,5,Information Technology,2816.7,2826.3,2885,2826.3,3066.1,1475.45,2861.76,0.66 Cr.,0.02 Lakh,0.04 Lakh,8825.1,"4,765.55 Cr."
524558,NEULAND LABORATORIES LTD.,6869.05,193.65,2.9,15 Feb 24 | 04:01 PM,NEULANDLAB,A  / S&P BSE SmallCap,10,Healthcare,6675.4,6831.8,6939.95,6750,6960.55,1544.75,6863.14,1.37 Cr.,0.02 Lakh,0.03 Lakh,8812.91,"5,640.27 Cr."
542650,Metropolis Healthcare Ltd,1707.15,5,0.29,15 Feb 24 | 04:00 PM,METROPOLIS,A  / S&P BSE 500,2,Healthcare,1702.15,1707.7,1716,1679,1811.5,1176.05,1696.33,1.00 Cr.,0.06 Lakh,0.13 Lakh,8745.19,"4,372.60 Cr."
543413,Tega Industries Ltd,1311.2,71.95,5.81,15 Feb 24 | 04:00 PM,TEGA,A  / S&P BSE SmallCap,10,Capital Goods,1239.25,1255.2,1372.5,1250,1372.5,604.55,1320.22,4.04 Cr.,0.31 Lakh,0.10 Lakh,8723.69,"2,180.92 Cr."
519600,CCL PRODUCTS (INDIA) LTD.,654.7,-2.3,-0.35,15 Feb 24 | 04:01 PM,CCL,A  / S&P BSE 500,2,Fast Moving Consumer Goods,657,664.95,664.95,652.85,750,530,656.91,0.18 Cr.,0.03 Lakh,0.10 Lakh,8709.34,"4,703.04 Cr."
543272,Easy Trip Planners Ltd,48.88,-0.45,-0.91,15 Feb 24 | 04:00 PM,EASEMYTRIP,A  / S&P BSE 500,1,Consumer Services,49.33,49.86,49.86,48.63,54,37.01,49.17,13.16 Cr.,26.77 Lakh,70.76 Lakh,8661.73,"2,944.99 Cr."
540575,Star Cement Ltd,214,13.3,6.63,15 Feb 24 | 04:01 PM,STARCEMENT,A  / S&P BSE 500,1,Construction Materials,200.7,205.5,217.8,204.5,219.45,104.15,211.49,2.02 Cr.,0.96 Lakh,1.18 Lakh,8649.46,"1,729.89 Cr."
543397,Sapphire Foods India Ltd,1339.95,-25.6,-1.87,15 Feb 24 | 04:00 PM,SAPPHIRE,A  / S&P BSE 500,10,Consumer Services,1365.55,1359.1,1359.1,1329,1565.3,1120.7,1339.06,0.91 Cr.,0.07 Lakh,0.30 Lakh,8535.63,"4,865.31 Cr."
500126,Procter & Gamble Health Ltd,5128.5,-147.35,-2.79,15 Feb 24 | 04:01 PM,PGHL,A  / S&P BSE 500,10,Healthcare,5275.85,5256.7,5265.2,5109.2,5640,4487.5,5167.37,0.78 Cr.,0.02 Lakh,0.03 Lakh,8512.99,"4,086.24 Cr."
542323,KPI Green Energy Ltd,1408.75,-602.8,-29.97,15 Feb 24 | 04:00 PM,KPIGREEN,A  / S&P BSE SmallCap,10,Power,2011.55,1408.75,1408.75,1408.75,2426.85,388.55,1408.75,1.29 Cr.,0.09 Lakh,0.70 Lakh,8492.31,"3,736.62 Cr."
542141,Techno Electric & Engineering Company Ltd,771.3,-5.55,-0.71,15 Feb 24 | 04:01 PM,TECHNOE,A  / S&P BSE SmallCap,2,Construction,776.85,786,786.85,765.1,844.15,305.85,773.41,0.70 Cr.,0.09 Lakh,0.15 Lakh,8484.3,"3,224.03 Cr."
532652,KARNATAKA BANK LTD.,244.5,1.05,0.43,15 Feb 24 | 04:01 PM,KTKBANK,A  / S&P BSE SmallCap,10,Financial Services,243.45,244.15,248.1,242.05,286.35,124.1,244.66,2.71 Cr.,1.11 Lakh,1.48 Lakh,8481.68,"7,633.51 Cr."
500266,MAHARASHTRA SCOOTERS LTD.,7419.7,-32.8,-0.44,15 Feb 24 | 04:01 PM,MAHSCOOTER,A  / S&P BSE 500,10,Financial Services,7452.5,7505.05,7505.05,7375.55,8600,4051.1,7430.8,0.27 Cr.,0.00 Lakh,0.00 Lakh,8479.65,"3,985.44 Cr."
524226,GUJARAT AMBUJA EXPORTS LTD.,367,-2.25,-0.61,15 Feb 24 | 04:01 PM,GAEL,A  / S&P BSE 500,1,Fast Moving Consumer Goods,369.25,372.4,379.45,362.3,420.75,224.2,368.52,2.22 Cr.,0.60 Lakh,0.70 Lakh,8416.61,"2,524.98 Cr."
534618,Waaree Renewable Technologies Ltd,4017.05,191.25,5,15 Feb 24 | 04:01 PM,WAAREERTL,T  / S&P BSE SmallCap,10,Power,3825.8,4017.05,4017.05,4017.05,5145.25,569,4017.05,5.29 Cr.,0.13 Lakh,0.40 Lakh,8367.46,"2,008.19 Cr."
539302,Power Mech Projects Ltd,5279.2,46.95,0.9,15 Feb 24 | 04:01 PM,POWERMECH,A  / S&P BSE SmallCap,10,Construction,5232.25,5275,5533.15,5272.85,5544,1800.8,5405.76,2.75 Cr.,0.05 Lakh,0.03 Lakh,8345.44,"3,338.17 Cr."
543626,Electronics Mart India Ltd,215.6,-3.1,-1.42,15 Feb 24 | 04:00 PM,EMIL,B  / S&P BSE SmallCap,10,Consumer Services,218.7,222.6,222.85,211.25,244.5,61.45,215.74,1.73 Cr.,0.80 Lakh,0.50 Lakh,8295.18,"2,239.70 Cr."
524230,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,150.35,3.95,2.7,15 Feb 24 | 04:01 PM,RCF,A  / S&P BSE 500,10,Chemicals,146.4,144.5,156.5,144.5,190,89.5,152.24,9.80 Cr.,6.44 Lakh,4.69 Lakh,8294.63,"2,073.66 Cr."
500133,ESAB INDIA LTD.,5365,-54.05,-1,15 Feb 24 | 04:01 PM,ESABINDIA,A  / S&P BSE 500,10,Capital Goods,5419.05,5460.5,5460.5,5308.3,6542.65,3221.35,5349.63,0.27 Cr.,0.00 Lakh,0.00 Lakh,8258.36,"2,147.17 Cr."
543259,Home First Finance Company India Ltd,929.5,-6.55,-0.7,15 Feb 24 | 04:00 PM,HOMEFIRST,A  / S&P BSE 500,2,Financial Services,936.05,938.75,946.35,925.55,1058.8,654.85,933.76,0.86 Cr.,0.09 Lakh,0.06 Lakh,8224.9,"3,454.46 Cr."
543980,Jupiter Life Line Hospitals Ltd,1250.4,29.5,2.42,15 Feb 24 | 04:00 PM,JLHL,B  / S&P BSE IPO,10,Healthcare,1220.9,1230,1260,1220,1260,960,1241.7,0.22 Cr.,0.02 Lakh,0.03 Lakh,8198.38,983.81 Cr.
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,404.45,0.6,0.15,15 Feb 24 | 04:01 PM,MHRIL,A  / S&P BSE 500,10,Consumer Services,403.85,403.55,414.8,401.45,469.8,256.4,408.88,0.54 Cr.,0.13 Lakh,0.24 Lakh,8167.36,"2,695.23 Cr."
505509,RESPONSIVE INDUSTRIES LTD.,305.75,16.4,5.67,15 Feb 24 | 04:01 PM,RESPONIND,B  / S&P BSE SmallCap,1,Consumer Durables,289.35,297,313.1,297,364.8,104.95,305.99,1.59 Cr.,0.52 Lakh,0.34 Lakh,8160.86,979.30 Cr.
532468,Kama Holdings Limited-$,2541.1,13.8,0.55,15 Feb 24 | 04:01 PM,KAMAHOLD,A  / S&P BSE 500,10,Financial Services,2527.3,2588.75,2588.75,2530,3500,2350.02,2548.98,0.72 Cr.,0.03 Lakh,0.05 Lakh,8154.54,"1,957.09 Cr."
500245,KIRLOSKAR FERROUS INDUSTRIES LTD.,584.95,-2.1,-0.36,15 Feb 24 | 04:01 PM,KIRLFER,A  / S&P BSE SmallCap,5,Metals & Mining,587.05,593,593,574.95,650,379.3,580.03,1.38 Cr.,0.24 Lakh,0.63 Lakh,8146.7,"3,421.62 Cr."
533169,MAN INFRACONSTRUCTION LTD.,218.75,-4.3,-1.93,15 Feb 24 | 04:01 PM,MANINFRA,A  / S&P BSE SmallCap,2,Construction,223.05,224.9,224.9,215,249.4,66.25,219.79,1.75 Cr.,0.80 Lakh,0.91 Lakh,8121.1,"2,679.96 Cr."
532638,SHOPPERS STOP LTD.,736.6,-3.95,-0.53,15 Feb 24 | 04:01 PM,SHOPERSTOP,A  / S&P BSE 500,5,Consumer Services,740.55,744.95,746.95,726.85,889.75,574.85,738.47,0.30 Cr.,0.04 Lakh,0.09 Lakh,8097.75,"2,753.24 Cr."
543965,TVS Supply Chain Solutions Ltd,183.55,4.15,2.31,15 Feb 24 | 04:00 PM,TVSSCS,B  / S&P BSE IPO,1,Services,179.4,179.65,186.95,179.6,257.95,178.65,183.43,1.43 Cr.,0.78 Lakh,0.65 Lakh,8075.67,"1,049.84 Cr."
543945,Netweb Technologies India Ltd,1433.55,41.15,2.96,15 Feb 24 | 04:00 PM,NETWEB,B  / S&P BSE IPO,2,Information Technology,1392.4,1454.45,1462,1406.7,1532.85,739.7,1448.9,2.18 Cr.,0.15 Lakh,0.06 Lakh,8037.2,"1,527.07 Cr."
500413,THOMAS COOK (INDIA) LTD.,169.3,10.5,6.61,15 Feb 24 | 04:01 PM,THOMASCOOK,B  / S&P BSE SmallCap,1,Consumer Services,158.8,162.4,169.5,159.1,189.85,52.45,165.4,0.75 Cr.,0.45 Lakh,1.58 Lakh,7963.54,"2,707.60 Cr."
504614,SARDA ENERGY & MINERALS LTD.-$,225.3,0.3,0.13,15 Feb 24 | 04:01 PM,SARDAEN,B  / S&P BSE SmallCap,1,Metals & Mining,225,225.15,227.85,219.65,264.95,96.7,223.95,0.54 Cr.,0.24 Lakh,0.63 Lakh,7939.15,"2,143.57 Cr."
504918,SANDUR MANGANESE & IRON ORES LTD.,489.6,-53.35,-9.83,15 Feb 24 | 04:01 PM,SANDUMA,B  / S&P BSE SmallCap,10,"Oil, Gas & Consumable Fuels",542.95,488.7,512.45,488.7,613.45,142.32,493.89,5.41 Cr.,1.10 Lakh,0.47 Lakh,7933.23,"2,062.64 Cr."
500101,ARVIND LTD.,301.25,21.3,7.61,15 Feb 24 | 04:01 PM,ARVIND,A  / S&P BSE SmallCap,10,Textiles,279.95,282.1,307.55,282.1,319.05,77.7,294.7,1.83 Cr.,0.62 Lakh,0.44 Lakh,7881.62,"4,571.34 Cr."
541195,Mishra Dhatu Nigam Ltd,418.85,0.85,0.2,15 Feb 24 | 04:01 PM,MIDHANI,A  / S&P BSE 500,10,Capital Goods,418,420.45,429.9,415.45,547.45,172.8,422.75,3.08 Cr.,0.73 Lakh,1.53 Lakh,7846.74,"2,040.15 Cr."
532156,Vaibhav Global Ltd,473.45,-10.45,-2.16,15 Feb 24 | 04:01 PM,VAIBHAVGBL,A  / S&P BSE 500,2,Consumer Durables,483.9,486.4,486.85,469.4,543.05,268.6,477.54,2.94 Cr.,0.62 Lakh,0.64 Lakh,7839.45,"2,587.02 Cr."
543657,Archean Chemical Industries Ltd,632.2,-4,-0.63,15 Feb 24 | 04:00 PM,ACI,A  / S&P BSE 500,2,Chemicals,636.2,638.6,644.15,630,687.9,495,635.34,0.46 Cr.,0.07 Lakh,0.26 Lakh,7801.16,"3,198.47 Cr."
532915,RELIGARE ENTERPRISES LTD.,235.5,0.45,0.19,15 Feb 24 | 04:01 PM,RELIGARE,A  / S&P BSE SmallCap,10,Financial Services,235.05,238.35,240.85,232.9,280.3,130,236.51,2.84 Cr.,1.20 Lakh,1.34 Lakh,7759.4,"7,371.43 Cr."
530813,KRBL LTD.,337,0.05,0.01,15 Feb 24 | 04:01 PM,KRBL,A  / S&P BSE 500,1,Fast Moving Consumer Goods,336.95,337.05,345.5,334.4,471,320,340.03,0.48 Cr.,0.14 Lakh,0.17 Lakh,7713.59,"1,851.26 Cr."
513023,Nava Ltd,489.25,4.9,1.01,15 Feb 24 | 04:01 PM,NAVA,A  / S&P BSE SmallCap,2,Power,484.35,491.85,498.4,485.35,529.75,216,490.99,0.56 Cr.,0.11 Lakh,0.56 Lakh,7651.57,"3,902.30 Cr."
541578,Varroc Engineering Ltd,500,3.15,0.63,15 Feb 24 | 04:01 PM,VARROC,A  / S&P BSE 500,1,Automobile and Auto Components,496.85,503.45,511.05,497.4,631,239.8,503.03,1.55 Cr.,0.31 Lakh,0.71 Lakh,7639.32,"1,909.83 Cr."
543271,Jubilant Ingrevia Ltd,478.5,-7.8,-1.6,15 Feb 24 | 04:00 PM,JUBLINGREA,A  / S&P BSE 500,1,Chemicals,486.3,486.35,493.75,473.65,524.5,350.8,482.1,1.53 Cr.,0.32 Lakh,0.76 Lakh,7621.6,"3,505.94 Cr."
500038,BALRAMPUR CHINI MILLS LTD.,373,2.45,0.66,15 Feb 24 | 04:01 PM,BALRAMCHIN,A  / S&P BSE 500,1,Fast Moving Consumer Goods,370.55,373,379.5,372.2,485.8,349.5,374.68,2.99 Cr.,0.80 Lakh,1.69 Lakh,7610.69,"4,338.09 Cr."
543427,Medplus Health Services Ltd,636.45,33.9,5.63,15 Feb 24 | 04:00 PM,MEDPLUS,A  / S&P BSE 500,2,Consumer Services,602.55,606.85,640,604.5,977.45,597.95,615.63,65.03 Cr.,10.56 Lakh,0.12 Lakh,7607.93,"3,043.17 Cr."
532942,KNR CONSTRUCTIONS LTD.,270.5,-0.25,-0.09,15 Feb 24 | 04:01 PM,KNRCON,A  / S&P BSE 500,2,Construction,270.75,273.1,274.4,268.8,305.25,226.2,271.52,1.26 Cr.,0.47 Lakh,1.21 Lakh,7607.4,"3,727.62 Cr."
507880,V.I.P.INDUSTRIES LTD.-$,533.85,3.8,0.72,15 Feb 24 | 04:01 PM,VIPIND,A  / S&P BSE 500,2,Consumer Durables,530.05,532.05,547.4,532.05,722.7,513.25,539.75,1.94 Cr.,0.36 Lakh,0.46 Lakh,7577.6,"3,561.47 Cr."
532163,SAREGAMA INDIA LTD.,390.75,31.5,8.77,15 Feb 24 | 04:01 PM,SAREGAMA,A  /,1,"Media, Entertainment & Publication",359.25,360.75,395.7,360.75,476.23,294.81,379.33,2.66 Cr.,0.70 Lakh,0.34 Lakh,7534.03,"2,938.27 Cr."
543669,Keystone Realtors Ltd,661,-6.85,-1.03,15 Feb 24 | 04:00 PM,RUSTOMJEE,B  / S&P BSE SmallCap,10,Realty,667.85,666.55,678.9,656.75,749.1,416.45,665.86,0.03 Cr.,0.00 Lakh,0.02 Lakh,7528.01,978.64 Cr.
532531,Strides Pharma Science Ltd,814.9,8.7,1.08,15 Feb 24 | 04:01 PM,STAR,A  / S&P BSE SmallCap,10,Healthcare,806.2,805.85,821.2,795.4,821.2,268.4,812.82,1.93 Cr.,0.24 Lakh,1.59 Lakh,7488.91,"5,392.01 Cr."
543596,Tamilnad Mercantile Bank Ltd,471.8,-8.1,-1.69,15 Feb 24 | 04:00 PM,TMB,A  / S&P BSE 500,10,Financial Services,479.9,481,483.4,470,611,396.05,475,0.97 Cr.,0.20 Lakh,0.12 Lakh,7471.02,"5,304.43 Cr."
538730,PDS Ltd,566,-6.9,-1.2,15 Feb 24 | 04:01 PM,PDSL,B  / S&P BSE SmallCap,2,Textiles,572.9,574.6,580,556.5,666,304.05,568.35,0.29 Cr.,0.05 Lakh,0.10 Lakh,7462.17,"2,537.14 Cr."
533326,TEXMACO RAIL & ENGINEERING LTD.,193.15,2.35,1.23,15 Feb 24 | 04:01 PM,TEXRAIL,A  / S&P BSE SmallCap,1,Capital Goods,190.8,194.45,195,191.2,231.9,40.49,192.59,4.31 Cr.,2.24 Lakh,5.18 Lakh,7404.18,"3,702.09 Cr."
532749,ALLCARGO LOGISTICS LTD.,75.25,3.14,4.35,15 Feb 24 | 04:01 PM,ALLCARGO,A  / S&P BSE SmallCap,2,Services,72.11,72.01,76.4,72.01,97.7,61.5,74.75,0.56 Cr.,0.75 Lakh,1.27 Lakh,7395.44,"2,218.63 Cr."
531599,FDC LTD.,454,7.65,1.71,15 Feb 24 | 04:01 PM,FDC,A  / S&P BSE 500,1,Healthcare,446.35,438.7,458.35,438.7,472,245,452.71,0.73 Cr.,0.16 Lakh,0.31 Lakh,7391.58,"2,217.47 Cr."
532757,VOLTAMP TRANSFORMERS LTD.,7285.05,-18.05,-0.25,15 Feb 24 | 04:01 PM,VOLTAMP,A  / S&P BSE SmallCap,10,Capital Goods,7303.1,7418.3,7435,7181.15,8574.3,2571.05,7314.01,0.94 Cr.,0.01 Lakh,0.02 Lakh,7370.37,"4,569.63 Cr."
524404,MARKSANS PHARMA LTD.,162.25,4.05,2.56,15 Feb 24 | 04:01 PM,MARKSANS,A  / S&P BSE SmallCap,1,Healthcare,158.2,159.75,164.8,159.75,179.1,64.33,162.83,1.43 Cr.,0.88 Lakh,2.00 Lakh,7352.58,"3,308.66 Cr."
520113,VESUVIUS INDIA LTD.,3622,36.3,1.01,15 Feb 24 | 04:01 PM,VESUVIUS,A  / S&P BSE SmallCap,10,Capital Goods,3585.7,3603.4,3671,3603.05,3955,1500,3634.09,0.08 Cr.,0.00 Lakh,0.01 Lakh,7351.24,"3,234.55 Cr."
532356,TRIVENI ENGINEERING & INDUSTRIES LTD.,335.65,2.65,0.8,15 Feb 24 | 04:01 PM,TRIVENI,A  / S&P BSE SmallCap,1,Fast Moving Consumer Goods,333,335.05,339.3,333.45,417,250.1,335.99,0.90 Cr.,0.27 Lakh,0.82 Lakh,7347.31,"2,865.45 Cr."
543523,Campus Activewear Ltd,240,-2.75,-1.13,15 Feb 24 | 04:00 PM,CAMPUS,A  / S&P BSE 500,5,Consumer Durables,242.75,244.85,246,239,417,237.7,241.25,3.00 Cr.,1.24 Lakh,0.60 Lakh,7326.14,"1,904.80 Cr."
530005,INDIA CEMENTS LTD.,236,1.45,0.62,15 Feb 24 | 04:01 PM,INDIACEM,A  / S&P BSE 500,10,Construction Materials,234.55,237.75,239,235,277,167.05,236.56,1.64 Cr.,0.70 Lakh,3.71 Lakh,7313.57,"3,144.84 Cr."
538891,Magellanic Cloud Ltd,625,7,1.13,15 Feb 24 | 04:01 PM,MCLOUD,T  / S&P BSE SmallCap,10,Information Technology,618,624.5,634,610,660,106.64,621.75,3.66 Cr.,0.59 Lakh,3.10 Lakh,7304.94,"2,702.83 Cr."
535648,JUST DIAL LTD.,857.2,17.85,2.13,15 Feb 24 | 04:01 PM,JUSTDIAL,A  / S&P BSE 500,10,Consumer Services,839.35,841.05,867.95,841,945.8,565.2,855.22,1.62 Cr.,0.19 Lakh,0.42 Lakh,7289.44,"1,895.25 Cr."
539978,Quess Corp Ltd,490.8,0.65,0.13,15 Feb 24 | 04:01 PM,QUESS,A  / S&P BSE 500,10,Services,490.15,494.05,494.1,488.15,539,337.45,491.68,0.22 Cr.,0.04 Lakh,0.15 Lakh,7287.32,"3,133.55 Cr."
530999,BALAJI AMINES LTD.-$,2235,62.55,2.88,15 Feb 24 | 04:01 PM,BALAMINES,A  / S&P BSE 500,2,Chemicals,2172.45,2177.35,2275,2172,2736.35,1872.9,2222.27,2.72 Cr.,0.12 Lakh,0.08 Lakh,7241.62,"2,317.32 Cr."
532218,SOUTH INDIAN BANK LTD.,34.54,0.46,1.35,15 Feb 24 | 04:01 PM,SOUTHBANK,A  / S&P BSE SmallCap,1,Financial Services,34.08,34.29,34.68,33.3,40.16,13.79,34.17,15.16 Cr.,44.37 Lakh,83.99 Lakh,7228.33,"7,156.04 Cr."
543297,Inox Wind Energy Ltd,5998.95,285.65,5,15 Feb 24 | 04:00 PM,IWEL,T  / S&P BSE SmallCap,10,Capital Goods,5713.3,5799,5998.95,5799,6500,921.7,5995.37,0.21 Cr.,0.00 Lakh,0.01 Lakh,7227.28,"2,023.64 Cr."
543336,Chemplast Sanmar Ltd,453.55,0.75,0.17,15 Feb 24 | 04:00 PM,CHEMPLASTS,A  / S&P BSE 500,5,Chemicals,452.8,452.3,454.65,444.05,542.85,342,449.96,0.13 Cr.,0.03 Lakh,0.07 Lakh,7171.06,"3,226.98 Cr."
530343,GENUS POWER INFRASTRUCTURES LTD.-$,278,13.2,4.98,15 Feb 24 | 04:01 PM,GENUSPOWER,A  / S&P BSE SmallCap,1,Capital Goods,264.8,257,278,257,343.8,78.82,274.51,9.62 Cr.,3.51 Lakh,2.19 Lakh,7166.16,"2,794.80 Cr."
543258,Indigo Paints Ltd,1501.3,43.75,3,15 Feb 24 | 04:00 PM,INDIGOPNTS,A  / S&P BSE 500,10,Consumer Durables,1457.55,1467.55,1539,1462.4,1700,981.05,1504.6,1.64 Cr.,0.11 Lakh,0.10 Lakh,7149.34,"1,501.36 Cr."
500214,ION EXCHANGE (INDIA) LTD.-$,487.4,-3.55,-0.72,15 Feb 24 | 04:01 PM,IONEXCHANG,A  / S&P BSE SmallCap,1,Construction,490.95,493,502,480.7,687.55,303.2,491.51,0.41 Cr.,0.08 Lakh,0.22 Lakh,7148.53,"4,003.18 Cr."
500241,KIRLOSKAR BROTHERS LTD.-$,899.85,-11.95,-1.31,15 Feb 24 | 04:01 PM,KIRLOSBROS,A  / S&P BSE SmallCap,2,Capital Goods,911.8,919.95,920.7,887.95,1060,354,902.13,0.51 Cr.,0.06 Lakh,0.06 Lakh,7145.61,"2,286.60 Cr."
543277,Laxmi Organic Industries Ltd,258.25,0.4,0.16,15 Feb 24 | 04:00 PM,LXCHEM,A  / S&P BSE 500,2,Chemicals,257.85,258.4,262.45,257.15,320.7,220.7,259.27,1.56 Cr.,0.60 Lakh,0.94 Lakh,7110.53,"1,919.84 Cr."
509557,Garware Technical Fibres Ltd,3443.7,-17.75,-0.51,15 Feb 24 | 04:01 PM,GARFIBRES,A  / S&P BSE 500,10,Textiles,3461.45,3478,3502.4,3442.65,3830.05,2586.95,3475.71,0.10 Cr.,0.00 Lakh,0.01 Lakh,7100.28,"3,195.13 Cr."
531543,JINDAL WORLDWIDE LTD.,352.4,4.65,1.34,15 Feb 24 | 04:01 PM,JINDWORLD,A  / S&P BSE 500,1,Textiles,347.75,348.3,355.95,341.9,426.75,268,351.61,3.82 Cr.,1.09 Lakh,0.67 Lakh,7066.34,918.62 Cr.
502219,Borosil Renewables Ltd,538.8,-9.25,-1.69,15 Feb 24 | 04:01 PM,BORORENEW,A  / S&P BSE 500,1,Capital Goods,548.05,553.35,558.4,536.05,667.4,380.05,544.98,6.50 Cr.,1.19 Lakh,2.07 Lakh,7033.11,"2,531.92 Cr."
542759,Spandana Sphoorty Financial Ltd,987.35,4.45,0.45,15 Feb 24 | 04:00 PM,SPANDANA,A  / S&P BSE SmallCap,10,Financial Services,982.9,1002.6,1002.6,977.05,1243.1,478.85,987.43,0.32 Cr.,0.03 Lakh,0.08 Lakh,7027.68,"2,178.58 Cr."
512573,AVANTI FEEDS LTD.-$,511.4,2.35,0.46,15 Feb 24 | 04:01 PM,AVANTIFEED,A  / S&P BSE 500,1,Fast Moving Consumer Goods,509.05,513.15,518.5,509.85,598.6,321.15,513.7,1.35 Cr.,0.26 Lakh,0.68 Lakh,6967.6,"2,020.60 Cr."
533339,ZEN TECHNOLOGIES LTD.,828.3,2.5,0.3,15 Feb 24 | 04:01 PM,ZENTEC,A  / S&P BSE SmallCap,1,Capital Goods,825.8,827,849.5,826,912.55,209.2,835.1,1.00 Cr.,0.12 Lakh,0.72 Lakh,6961.39,"2,575.71 Cr."
500336,SURYA ROSHNI LTD.,639.4,-0.85,-0.13,15 Feb 24 | 04:01 PM,SURYAROSNI,B  / S&P BSE SmallCap,5,Capital Goods,640.25,651.3,654.8,632.15,841.5,301.4,643.56,0.81 Cr.,0.13 Lakh,0.41 Lakh,6957.82,"2,504.82 Cr."
532922,Edelweiss Financial Services Ltd.,72.8,2.56,3.64,15 Feb 24 | 04:01 PM,EDELWEISS,A  / S&P BSE SmallCap,1,Financial Services,70.24,70.45,73.83,70.45,87.8,37.43,72.53,5.65 Cr.,7.79 Lakh,7.01 Lakh,6870.72,"4,053.72 Cr."
544044,India Shelter Finance Corporation Ltd,640.8,-12.4,-1.9,15 Feb 24 | 04:00 PM,INDIASHLTR,B  / S&P BSE IPO,5,Financial Services,653.2,653.2,666.55,636,723,519,655.46,1.70 Cr.,0.26 Lakh,0.78 Lakh,6859.84,"1,234.77 Cr."
532642,JSW Holdings Limited,6164.25,-39.35,-0.63,15 Feb 24 | 04:01 PM,JSWHL,B  / S&P BSE SmallCap,10,Financial Services,6203.6,6263.65,6395.85,6113,6894.5,3672.05,6287.07,0.56 Cr.,0.01 Lakh,0.01 Lakh,6842.09,"2,326.31 Cr."
539874,Ujjivan Financial Services Ltd,556,5.05,0.92,15 Feb 24 | 04:01 PM,UJJIVAN,A  / S&P BSE SmallCap,10,Financial Services,550.95,555,563.05,553,614.7,233.2,557.57,1.28 Cr.,0.23 Lakh,0.36 Lakh,6769.69,"6,295.81 Cr."
532349,TRANSPORT CORPORATION OF INDIA LTD.,865.25,12.9,1.51,15 Feb 24 | 04:01 PM,TCI,A  / S&P BSE SmallCap,2,Services,852.35,869.4,879.15,853,1080,591,862.53,0.24 Cr.,0.03 Lakh,0.16 Lakh,6720.48,"2,016.14 Cr."
512179,SUNTECK REALTY LTD.,457.95,7.5,1.67,15 Feb 24 | 04:01 PM,SUNTECK,A  / S&P BSE 500,1,Realty,450.45,450.3,459.1,450.3,511.65,271.25,455.07,0.65 Cr.,0.14 Lakh,1.02 Lakh,6708.35,"2,213.75 Cr."
