SecurityCode,companyName
522034,SHANTHI GEARS LTD.
544008,Max Estates Ltd
505710,GRAUER & WEIL (INDIA) LTD.-$
532839,DISH TV INDIA LTD.
500307,NIRLON LTD.
540642,Salasar Techno Engineering Ltd
506655,SUDARSHAN CHEMICAL INDUSTRIES LTD.
534976,V-MART RETAIL LTD.
526947,LA OPALA RG LTD.
500404,SUNFLAG IRON & STEEL CO.LTD.
590021,BHARAT RASAYAN LTD.
508486,HAWKINS COOKERS LTD.-$
532899,KAVERI SEED COMPANY LTD.
539056,Imagicaaworld Entertainment Ltd
506690,UNICHEM LABORATORIES LTD.
543929,HMA Agro Industries Ltd
532848,DELTA CORP LTD.
543533,eMudhra Ltd
543989,Sai Silks (Kalamandir) Ltd
533158,Thangamayil Jewellery Ltd
532748,PRIME FOCUS LTD.
542774,Mufin Green Finance Ltd
500020,BOMBAY DYEING & MFG.CO.LTD.
500250,L.G.BALAKRISHNAN & BROS.LTD.
501455,GREAVES COTTON LTD.
543667,Inox Green Energy Services Ltd
532924,KOLTE-PATIL DEVELOPERS LTD.
532368,Brightcom Group Ltd
543600,Harsha Engineers International Ltd
543650,DCX Systems Ltd
520057,Jtekt India Ltd
539542,Lux Industries Ltd
531209,NUCLEUS SOFTWARE EXPORTS LTD.
542665,Neogen Chemicals Ltd
524735,HIKAL LTD.
533047,INDIAN METALS & FERRO ALLOYS LTD.
544088,Medi Assist Healthcare Services Ltd
532528,DATAMATICS GLOBAL SERVICES LTD.
500235,KALYANI STEELS LTD.
540879,Apollo Micro Systems Ltd
508989,Navneet Education Limited
522215,HLE Glascoat Ltd
532612,INDOCO REMEDIES LTD.
512529,SEQUENT SCIENTIFIC LTD.
538666,Sharda Cropchem Ltd
539883,Pilani Investment and Industries Corporation Ltd
532945,SEPC Ltd
544020,ESAF Small Finance Bank Ltd
532925,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
527001,ASHAPURA MINECHEM LTD.
502090,SAGAR CEMENTS LTD.-$
530305,PICCADILY AGRO INDUSTRIES LTD.
532054,KDDL LTD.-$
517522,RAJRATAN GLOBAL WIRE LTD.
519091,TASTY BITE EATABLES LTD.
503960,BHARAT BIJLEE LTD.-$
543333,CarTrade Tech Ltd
506022,PRAKASH INDUSTRIES LTD.
531201,SHILCHAR TECHNOLOGIES LTD.
538562,Skipper Ltd
534804,CARE Ratings Ltd
530549,SHILPA MEDICARE LTD.
530367,NRB BEARINGS LTD.
509243,TVS SRICHAKRA LTD.-$
539871,Thyrocare Technologies Ltd
540701,Dishman Carbogen Amcis Ltd
509079,GUFIC BIOSCIENCES LTD.
540797,Shalby Ltd
543896,Avalon Technologies Ltd
533229,Bajaj Consumer Care Ltd
500097,Dalmia Bharat Sugar and Industries Ltd
543528,Venus Pipes & Tubes Ltd
543490,GMR Power and Urban Infra Ltd
530655,Goodluck India Ltd
500041,BANNARI AMMAN SUGARS LTD.
533344,PTC INDIA FINANCIAL SERVICES LTD.
513097,SHIVALIK BIMETAL CONTROLS LTD.
505872,WPIL LTD.
542905,Hindware Home Innovation Ltd
543985,Zaggle Prepaid Ocean Services Ltd
500148,UFLEX LTD.
526807,SEAMEC LTD.
532268,Accelya Solutions India Ltd
532768,FIEM INDUSTRIES LTD.
539889,Parag Milk Foods Ltd
544067,Innova Captab Ltd
543714,Landmark Cars Ltd
590078,MAITHAN ALLOYS LTD.
523716,ASHIANA HOUSING LTD.-$
523398,Johnson Controls-Hitachi Air Conditioning India Ltd
532796,LUMAX AUTO TECHNOLOGIES LTD.
517015,VINDHYA TELELINKS LTD.
532395,Axiscades Technologies Ltd
544066,Sundaram-Clayton Ltd
543932,Ideaforge Technology Ltd
500168,GOODYEAR INDIA LTD.
523385,NILKAMAL LTD.
543434,Supriya Lifescience Ltd
517300,GUJARAT INDUSTRIES POWER CO.LTD.
541163,Sandhar Technologies Ltd
526227,FILATEX INDIA LTD.-$
519552,Heritage Foods Limited
500108,MAHANAGAR TELEPHONE NIGAM LTD.
533080,Mold-Tek Packaging Limited
500191,HMT LTD.
531761,Apollo Pipes Ltd
526797,GREENPLY INDUSTRIES LTD.
505010,AUTOMOTIVE AXLES LTD.
532022,FILATEX FASHIONS LTD.
535322,REPCO HOME FINANCE LTD.
544030,Flair Writing Industries Ltd
539450,S H Kelkar and Company Ltd
524051,POLYPLEX CORPORATION LTD.
526521,SANGHI INDUSTRIES LTD.
590051,SAKSOFT LTD.
544107,BLS E-Services Ltd
500407,SWARAJ ENGINES LTD.
532479,ISMT LTD.
543321,Tatva Chintan Pharma Chem Ltd
540768,Mahindra Logistics Ltd
590066,K.C.P.LTD.
524667,SAVITA OIL TECHNOLOGIES LTD.
540724,Prataap Snacks Ltd
543367,Paras Defence and Space Technologies Ltd
532775,GTL INFRASTRUCTURE LTD.
533137,Den Networks Ltd
539404,Satin Creditcare Network Ltd
531266,V.S.T.TILLERS TRACTORS LTD.-$
590005,TIDE WATER OIL (INDIA) LTD.
524091,Carysil Ltd
543983,EMS Ltd
531431,SHAKTI PUMPS (INDIA) LTD.-$
532406,AVANTEL LTD.
534758,CIGNITI TECHNOLOGIES LTD.
514167,GANESHA ECOSPHERE LTD.
500201,INDIA GLYCOLS LTD.
526951,Stylam Industries Limited
544042,Bajel Projects Ltd
530843,CUPID LTD.-$
500186,HINDUSTAN OIL EXPLORATION CO.LTD.
542460,The Anup Engineering Ltd
541403,Dollar Industries Ltd
539678,Quick Heal Technologies Ltd
532430,BF UTILITIES LTD.-$
532808,Pearl Global Industries Limited
543591,Dreamfolks Services Ltd
511431,Vakrangee Limited-$
532983,RPG LIFE SCIENCES LTD.
543992,Yatra Online Ltd
530555,PARAMOUNT COMMUNICATIONS LTD.-$
500227,JINDAL POLY FILMS LTD.
540544,PSP Projects Ltd
539199,SG Finserve Ltd
543389,Sigachi Industries Ltd
530135,Optiemus Infracom Ltd
532440,MPS LTD.
506222,Styrenix Performance Materials Ltd
526829,CONFIDENCE PETROLEUM INDIA LTD.
519156,VADILAL INDUSTRIES LTD.-$
509820,Huhtamaki India Ltd
514234,SANGAM (INDIA) LTD.
543386,Fino Payments Bank Ltd
523539,PRECISION WIRES INDIA LTD.
513349,AJMERA REALTY & INFRA INDIA LTD.
505412,WENDT (INDIA) LTD.
500288,MOREPEN LABORATORIES LTD.
543399,Tarsons Products Ltd
541700,TCNS Clothing Co. Ltd
539301,Arvind SmartSpaces Ltd
539686,K.P. Energy Ltd
531508,EVEREADY INDUSTRIES INDIA LTD.
500052,BHANSALI ENGINEERING POLYMERS LTD.-$
506235,ALEMBIC LTD.
531112,Balu Forge Industries Ltd
526173,ANDREW YULE & COMPANY LTD.
513269,MAN INDUSTRIES (INDIA) LTD.-$
543283,Barbeque-Nation Hospitality Ltd
534809,PC JEWELLER LTD.
543812,DIVGI TORQTRANSFER SYSTEMS Ltd
544029,Gandhar Oil Refinery (India) Ltd
532960,Dhani Services Ltd
511742,Ugro Capital Ltd
543689,Uniparts India Ltd
523261,VENKY'S (INDIA) LTD.
523694,APCOTEX INDUSTRIES LTD.
500460,MUKAND LTD.
533263,ORIENT GREEN POWER COMPANY LTD.
524019,Kingfa Science & Technology (India) Ltd-$
524164,IOL CHEMICALS & PHARMACEUTICALS LTD.
532663,Sasken Technologies Ltd
506879,GUJARAT THEMIS BIOSYN LTD.
590013,XPRO INDIA LTD.
543974,Vishnu Prakash R Punglia Ltd
512267,MEDIA MATRIX WORLDWIDE LTD.
500193,HLV Ltd
544004,IRM Energy Ltd
543620,Insolation Energy Ltd
542919,Artemis Medicare Services Ltd
526881,63 Moons Technologies Ltd
533104,GLOBUS SPIRITS LTD.
503811,SIYARAM SILK MILLS LTD.-$
530239,SUVEN LIFE SCIENCES LTD.
539594,Mishtann Foods Ltd
511551,Monarch Networth Capital Ltd
539799,Bharat Wire Ropes Ltd
500150,FOSECO INDIA LTD.
500412,THIRUMALAI CHEMICALS LTD.
531179,ARMAN FINANCIAL SERVICES LTD.
543923,IKIO Lighting Ltd
522249,MAYUR UNIQUOTERS LTD.-$
543996,Updater Services Ltd
522064,Honda India Power Products Ltd
540602,GTPL Hathway Ltd
505192,SML ISUZU LIMITED
540710,Capacite Infraprojects Ltd
522241,M.M.FORGINGS LTD.-$
530131,UDAIPUR CEMENT WORKS LTD.
500672,NOVARTIS INDIA LTD.
539841,Lancer Container Lines Ltd
541336,Indostar Capital Finance Ltd
543547,Ddev Plastiks Industries Ltd
524332,BCL Industries Ltd-$
500314,ORIENTAL HOTELS LTD.
543328,Krsnaa Diagnostics Ltd
517206,LUMAX INDUSTRIES LTD.
523445,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.
541974,Manorama Industries Ltd
532705,JAGRAN PRAKASHAN LTD.
523127,EIH ASSOCIATED HOTELS LTD.-$
540136,HPL Electric & Power Ltd
544119,Rashi Peripherals Ltd
500068,DISA INDIA LTD.
532390,TAJGVK HOTELS & RESORTS LTD.
500215,AGRO TECH FOODS LTD.
530199,THEMIS MEDICARE LTD.
532348,SUBEX LTD.
540774,IFGL Refractories Ltd
506480,GOCL Corporation Ltd-$
523618,DREDGING CORPORATION OF INDIA LTD.
526729,GOLDIAM INTERNATIONAL LTD.
543419,Shriram Properties Ltd
533552,RUPA & COMPANY LTD.
531637,Praveg Ltd
501423,SHAILY ENGINEERING PLASTICS LTD.
539636,Precision Camshafts Ltd
519183,ADF FOODS LTD.-$
507747,TTK HEALTHCARE LTD.-$
509675,HIL LTD.
502330,Andhra Paper Ltd
500365,Welspun Specialty Solutions Ltd
533121,Expleo Solutions Ltd
543331,Meghmani Organics Ltd
502450,SESHASAYEE PAPER & BOARDS LTD.
531717,Vidhi Specialty Food Ingredients Ltd-$
513519,Pitti Engineering Ltd-$
513228,PENNAR INDUSTRIES LTD.-$
532708,GVK POWER & INFRASTRUCTURE LTD.
517544,CENTUM ELECTRONICS LTD.
523301,TCPL PACKAGING LTD.-$
544120,Capital Small Finance Bank Ltd
511034,JINDAL DRILLING & INDUSTRIES LTD.
505744,FEDERAL-MOGUL GOETZE (INDIA) LTD.
507514,SOM DISTILLERIES & BREWERIES LTD.
542333,RPSG Ventures Ltd
532698,NITIN SPINNERS LTD.
532369,RAMCO INDUSTRIES LTD.
524820,PANAMA PETROCHEM LTD.
543686,Sirca Paints India Ltd
533303,BF INVESTMENT LTD.
543977,Rishabh Instruments Ltd
506854,TANFAC INDUSTRIES LTD.-$
543411,Hi-Tech Pipes Ltd
532366,PNB GILTS LTD.
533267,CANTABIL RETAIL INDIA LTD.
539309,Rama Steel Tubes Ltd
513250,JYOTI STRUCTURES LTD.
517041,ADOR WELDING LTD.
543972,Aeroflex Industries Ltd
523369,DCM SHRIRAM INDUSTRIES LTD.-$
506109,GENESYS INTERNATIONAL CORPORATION LTD.
532967,KIRI INDUSTRIES LTD.
543387,S.J.S. Enterprises Ltd
516072,VISHNU CHEMICALS LTD.
506642,SADHANA NITROCHEM LTD.
523105,Cropster Agro Ltd
503101,MARATHON NEXTGEN REALTY LTD.
590006,AMRUTANJAN HEALTH CARE LTD.-$
538970,Wardwizard Innovations & Mobility Ltd
508906,EVEREST INDUSTRIES LTD.
531426,TAMIL NADU NEWSPRINT & PAPERS LTD.
512068,DECCAN GOLD MINES LTD.
541167,Yasho Industries Ltd
532309,GE Power India Ltd
532834,CAMLIN FINE SCIENCES LTD.
532285,Geojit Financial Services Ltd
532684,EVEREST KANTO CYLINDER LTD.
532880,OMAXE LTD.
502157,MANGALAM CEMENT LTD.
590030,SOUTHERN PETROCHEMICALS LTD.
503031,PENINSULA LAND LTD.
517498,WEBSOL ENERGY SYSTEM LTD.
540425,Shankara Building Products Ltd
540124,G N A Axles Ltd
543279,Suryoday Small Finance Bank Ltd
526650,TOURISM FINANCE CORPORATION OF INDIA LTD.
532616,XCHANGING SOLUTIONS LTD.
540776,5paisa Capital Ltd
512008,EFC (I) Ltd
544117,Signpost India Ltd
544095,EPACK Durable Ltd
544053,Motisons Jewellers Ltd
532407,Moschip Technologies Ltd
539332,Navkar Corporation Ltd
532150,INDRAPRASTHA MEDICAL CORP.LTD.
500333,PIX TRANSMISSIONS LTD.
504112,NELCO LTD.
505160,TALBROS AUTOMOTIVE COMPONENTS LTD.
512229,VERITAS (INDIA) LTD.
543971,Bondada Engineering Ltd
533156,Vascon Engineers Ltd
521248,KITEX GARMENTS LTD.
500117,DCW LTD.
543273,Knowledge Marine & Engineering Works Ltd
534392,VARDHMAN SPECIAL STEELS LTD.
532851,INSECTICIDES (INDIA) LTD.
532742,PAUSHAK LTD.
533168,ROSSELL INDIA LTD.
532256,NALWA SONS INVESTMENTS LTD.
533138,ASTEC LIFESCIENCES LIMITED
520086,SICAL LOGISTICS LTD.
531719,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.
532529,NEW DELHI TELEVISION LTD.
539725,Gokul Agro Resources Ltd
532719,B.L.KASHYAP AND SONS LTD.
543252,Fairchem Organics Ltd
532051,Swelect Energy Systems Limited-$
500119,DHAMPUR SUGAR MILLS LTD.
500304,NIIT LTD.
509874,SHALIMAR PAINTS LTD.-$
504212,UNIVERSAL CABLES LTD.
514448,JYOTI RESINS & ADHESIVES LTD.
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$
531357,Mercury Ev-Tech Ltd
590134,Madras Fertilizers Ltd
505800,RANE HOLDINGS LTD.
532240,INDIA NIPPON ELECTRICALS LTD.
535136,NIBE Ltd
543514,Veranda Learning Solutions Ltd
517421,Butterfly Gandhimathi Appliances Ltd
533302,KALYANI INVESTMENT COMPANY LTD.
500147,John Cockerill India Ltd-$
542669,BMW Industries Ltd
526783,DR.AGARWALS EYE HOSPITAL LTD.-$
504000,ELPRO INTERNATIONAL LTD.
543712,Abans Holdings Ltd
540061,Bigbloc Construction Ltd
543288,Deep Industries Ltd
524520,KMC SPECIALITY HOSPITALS (INDIA) LTD.
543954,Allcargo Terminals Ltd
544058,Credo Brands Marketing Ltd
526247,PREMIER EXPLOSIVES LTD.
501150,CENTRUM CAPITAL LTD.
532486,POKARNA LTD.
531795,ATUL AUTO LTD.-$
532610,DWARIKESH SUGAR INDUSTRIES LTD.
532515,TV TODAY NETWORK LTD.
522163,Diamond Power Infrastructure Limited-$
532345,Allcargo Gati Ltd
544054,Suraj Estate Developers Ltd
532485,BALMER LAWRIE INVESTMENTS LTD.
517380,IGARASHI MOTORS INDIA LTD.
543263,SMC Global Securities Ltd
514043,HIMATSINGKA SEIDE LTD.
539837,Raghav Productivity Enhancers Ltd
506194,Arihant Superstructures Limited
590073,WHEELS INDIA LTD.
514360,K&R Rail Engineering Ltd
539337,Waaree Technologies Ltd
543517,Hariom Pipe Industries Ltd
519105,AVT NATURAL PRODUCTS LTD.
531147,Alicon Castalloy Limited
505400,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.
541276,Hardwyn India Ltd
532741,Kamdhenu Ltd
531921,AGARWAL INDUSTRIAL CORPORATION LTD.
526987,URJA GLOBAL LTD.
522295,CONTROL PRINT LTD.-$
590062,ANDHRA SUGARS LTD.
524709,NACL Industries Ltd
543260,Stove Kraft Ltd
524470,SYNCOM FORMULATIONS (INDIA) LTD.-$
541967,Sky Gold Ltd
532700,ENTERTAINMENT NETWORK (INDIA) LTD.
543266,Heranba Industries Ltd
534748,STEEL EXCHANGE INDIA LTD.
543599,Ksolves India Ltd
508814,Cosmo First Ltd
543254,Antony Waste Handling Cell Ltd
540717,Polo Queen Industrial and Fintech Ltd
500199,I G PETROCHEMICALS LTD.
539660,Best Agrolife Ltd
505526,Dolat Algotech Ltd
543230,Advait Infratech Ltd
523736,Dhunseri Ventures Ltd-$
500414,TIMEX GROUP INDIA LTD.-$
541540,Solara Active Pharma Sciences Ltd
533320,JUBILANT INDUSTRIES LTD.
532937,KUANTUM PAPERS LTD.
511768,MASTER TRUST LTD.
531859,Oriental Rail Infrastructure Ltd
539436,Coffee Day Enterprises Ltd
540048,S.P. Apparels Ltd
532729,UTTAM SUGAR MILLS LTD.
533306,SUMMIT SECURITIES LTD.
532475,APTECH LTD.
505720,HERCULES HOISTS LTD.
538836,Monte Carlo Fashions Ltd
532867,V2 RETAIL LTD.
543995,Manoj Vaibhav Gems N Jewellers Ltd
524109,KABRA EXTRUSIONTECHNIK LTD.
532884,Refex Industries Limited
540311,JITF Infralogistics Ltd
531847,ASIAN STAR CO.LTD.-$
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.
532864,NELCAST LTD.
500153,GANESH BENZOPLAST LTD.
511413,CREST VENTURES LIMITED
537259,Suyog Telematics Ltd
504741,INDIAN HUME PIPE CO.LTD.
516030,Pakka Ltd-$
513517,STEELCAST LTD.
520066,JAY BHARAT MARUTI LTD.
523207,KOKUYO CAMLIN LTD.-$
500207,INDO RAMA SYNTHETICS (INDIA) LTD.
511676,GIC HOUSING FINANCE LTD.
590065,INDIA MOTOR PARTS & ACCESSORIES LTD.
531092,OM Infra Ltd
532382,BALAJI TELEFILMS LTD.
539607,Blue Cloud Softech Solutions Ltd
522257,RAJOO ENGINEERS LTD.-$
530699,Raj Rayon Industries Limited-$
511076,SAT INDUSTRIES LTD.-$
532661,RANE (MADRAS) LTD.
530759,STERLING TOOLS LTD.-$
531633,LINCOLN PHARMACEUTICALS LTD.
522281,RAM RATNA WIRES LTD.-$
539201,Satia Industries Ltd
500268,MANALI PETROCHEMICAL LTD.
543955,Transindia Real Estate Ltd
520008,RICO AUTO INDUSTRIES LTD.
543218,Suratwwala Business Group Ltd
502175,SAURASHTRA CEMENT LTD.
504341,Ravindra Energy Ltd
517500,ROTO PUMPS LTD.
524280,KOPRAN LTD.
543829,Global Surfaces Ltd
506390,Heubach Colorants India Ltd
532457,GULSHAN POLYOLS LTD.
532815,SMS PHARMACEUTICALS LTD.
540649,Avadh Sugar & Energy Ltd
520073,RACL Geartech Ltd
506197,BLISS GVS PHARMA LTD.
506618,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$
515043,SAINT-GOBAIN SEKURIT INDIA LTD.
533259,Sastasundar Ventures Ltd
500078,Oriental Aromatics Ltd-$
539018,Beekay Steel Industries Ltd
509055,VISAKA INDUSTRIES LTD.
543747,Kamdhenu Ventures Ltd
543898,BEML Land Assets Ltd
517536,ONWARD TECHNOLOGIES LTD.
530355,Asian Energy Services Ltd
539042,AGI Infra Ltd
505725,Algoquant Fintech Ltd
509438,BENARES HOTELS LTD.
508807,IST LTD.
524774,NGL FINE-CHEM LTD.
524669,HESTER BIOSCIENCES LTD.
526506,SYSTEMATIX CORPORATE SERVICES LTD.
540145,Valiant Organics Ltd
534425,SPECIALITY RESTAURANTS LTD.
506808,Tuticorin Alkali Chemicals And Fertilizers Ltd
543451,AGS Transact Technologies Ltd
507488,G.M.BREWERIES LTD.
532799,HUBTOWN LTD.
530307,CHAMAN LAL SETIA EXPORTS LTD.-$
502865,FORBES & COMPANY LTD.-$
532717,INDO TECH TRANSFORMERS LTD.
530475,Tinna Rubber and Infrastructure Limited
540704,Matrimony.com Ltd
590115,Motilal Oswal MOSt Shares M50 ETF
532180,Dhanlaxmi Bank Limited
511333,VLS FINANCE LTD.
500296,NAHAR SPINNING MILLS LTD.
532923,Renaissance Global Ltd
522101,KILBURN ENGINEERING LTD.
526407,Hampton Sky Realty Ltd
532650,MSP STEEL & POWER LTD.
538635,Snowman Logistics Ltd
532633,ALLSEC TECHNOLOGIES LTD.
532687,REPRO INDIA LTD.
532141,ANDHRA CEMENTS LTD.
543329,Windlas Biotech Ltd
532699,ROYAL ORCHID HOTELS LTD.
531449,GRM OVERSEAS LTD.
542337,Spencers Retail Ltd
532370,RAMCO SYSTEMS LTD.
542655,Vikas Lifecare Ltd
524394,VIMTA LABS LTD.-$
539561,Remedium Lifecare Ltd
543284,EKI Energy Services Ltd
506685,ULTRAMARINE & PIGMENTS LTD.-$
502420,ORIENT PAPER & INDUSTRIES LTD.
502168,NCL INDUSTRIES LTD.-$
522229,TANEJA AEROSPACE & AVIATION LTD.-$
539221,Sportking India Ltd
506248,AMINES & PLASTICIZERS LTD.
542670,Artemis Electricals and Projects Ltd
530067,CSL Finance Ltd
543638,Tracxn Technologies Ltd
542684,Prakash Pipes Ltd
530879,Capital India Finance Ltd
532782,SUTLEJ TEXTILES & INDUSTRIES LTD.
500650,EXCEL INDUSTRIES LTD.
543240,Likhitha Infrastructure Ltd
533146,D-Link (India) Ltd
506260,ANUH PHARMA LTD.
543433,HP Adhesives Ltd
507753,TGV Sraac Ltd
538992,SAR Auto Products Ltd
523850,AXTEL INDUSTRIES LTD.
524648,INDO AMINES LTD.-$
506687,TRANSPEK INDUSTRY LTD.-$
500264,MAFATLAL INDUSTRIES LTD.-$
543644,Infobeans Technologies Ltd
533477,ENKEI WHEELS (INDIA) LTD.
539148,Shivalik Rasayan Ltd
505036,AUTOMOBILE CORPORATION OF GOA LTD.-$
512531,STATE TRADING CORPORATION OF INDIA LTD.
500439,VARDHMAN HOLDINGS LTD.
526725,SANDESH LTD.
513108,GANDHI SPECIAL TUBES LTD.-$
500350,RSWM LTD.
532323,SHIVA CEMENT LTD.
530079,FAZE THREE LTD.-$
532329,DANLAW TECHNOLOGIES INDIA LTD.-$
543688,Sarveshwar Foods Ltd
512379,CRESSANDA SOLUTIONS LTD.
540497,S Chand and Company Ltd
533761,GPT INFRAPROJECTS LTD.
543920,CFF Fluid Control Ltd
500429,UNIPHOS ENTERPRISES LTD.
543233,Chemcon Speciality Chemicals Ltd
539843,NINtec Systems Ltd
530363,UGAR SUGAR WORKS LTD.-$
504036,HIND RECTIFIERS LTD.
522108,YUKEN INDIA LTD.-$
524370,BODAL CHEMICALS LTD.
519602,Kellton Tech Solutions Ltd.
532944,OnMobile Global Ltd.
539921,Shanti Educational Initiatives Ltd
532794,Zee Media Corporation Limited
522261,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$
532365,DYNACONS SYSTEMS & SOLUTIONS LTD.
500173,GFL Ltd
539290,Oswal Greentech Ltd
532686,KERNEX MICROSYSTEMS (INDIA) LTD.
532666,FCS SOFTWARE SOLUTIONS LTD.
543732,Radiant Cash Management Services Ltd
540795,Dynamic Cables Ltd
531978,AMBIKA COTTON MILLS LTD.
520119,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.
532850,MIC ELECTRONICS LTD.
500280,CENTURY ENKA LTD.
534742,ZUARI AGRO CHEMICALS LTD.
532628,3I INFOTECH LTD.
517059,SALZER ELECTRONICS LTD.-$
500060,Birla Cable Ltd
522122,VOITH PAPER FABRICS INDIA LTD.-$
543525,Silver Touch Technologies Ltd
543593,Dhampur Bio Organics Ltd
532842,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.
506852,Primo Chemicals Ltd
542351,Gloster Ltd
531349,PANACEA BIOTEC LTD.
505368,Semac Consultants Ltd-$
532875,ALLIED DIGITAL SERVICES LTD.
533270,BEDMUTHA INDUSTRIES LTD.
500777,TAMILNADU PETROPRODUCTS LTD.
540650,Magadh Sugar & Energy Ltd
502137,DECCAN CEMENTS LTD.-$
533470,RUSHIL DECOR LTD.
507155,JAGATJIT INDUSTRIES LTD.
